"Y"	"t.j"	"r.i"	"L"	"Env"	"G"	"Rep"	"Group"	"GG"	"Yield"
"2401"	"2011"	2011	1975	"Rajshahi"	"2011-Rajshahi"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.8
"2402"	"2011"	2011	1975	"Rangpur"	"2011-Rangpur"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.2
"2403"	"2011"	2011	1975	"Satkhira"	"2011-Satkhira"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.275
"2404"	"2011"	2011	1975	"Sonagazi"	"2011-Sonagazi"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.5
"2405"	"2011"	2011	1975	"Kustia"	"2011-Kustia"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.32
"2406"	"2012"	2012	1975	"Kustia"	"2012-Kustia"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.59
"2407"	"2012"	2012	1975	"Sonagazi"	"2012-Sonagazi"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.63
"2408"	"2012"	2012	1975	"Comilla"	"2012-Comilla"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.62
"2409"	"2012"	2012	1975	"Gazipur"	"2012-Gazipur"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.086
"2410"	"2012"	2012	1975	"Rajshahi"	"2012-Rajshahi"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.87
"2411"	"2012"	2012	1975	"Rangpur"	"2012-Rangpur"	"BR4"	"3"	"Medium"	"Medium-BR4"	2.55
"2412"	"2012"	2012	1975	"Satkhira"	"2012-Satkhira"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.29
"2413"	"2012"	2012	1975	"Barisal"	"2012-Barisal"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.03
"2414"	"2013"	2013	1975	"Kustia"	"2013-Kustia"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.7
"2415"	"2013"	2013	1975	"Sonagazi"	"2013-Sonagazi"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.41
"2416"	"2013"	2013	1975	"Comilla"	"2013-Comilla"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.42
"2417"	"2013"	2013	1975	"Gazipur"	"2013-Gazipur"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.4
"2418"	"2013"	2013	1975	"Rajshahi"	"2013-Rajshahi"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.16
"2419"	"2013"	2013	1975	"Rangpur"	"2013-Rangpur"	"BR4"	"3"	"Medium"	"Medium-BR4"	2.5
"2420"	"2013"	2013	1975	"Barisal"	"2013-Barisal"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.74
"2421"	"2014"	2014	1975	"Kustia"	"2014-Kustia"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.35
"2422"	"2014"	2014	1975	"Sonagazi"	"2014-Sonagazi"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.46
"2423"	"2014"	2014	1975	"Comilla"	"2014-Comilla"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.08
"2424"	"2014"	2014	1975	"Gazipur"	"2014-Gazipur"	"BR4"	"3"	"Medium"	"Medium-BR4"	6.4
"2425"	"2014"	2014	1975	"Rajshahi"	"2014-Rajshahi"	"BR4"	"3"	"Medium"	"Medium-BR4"	7.397581395
"2426"	"2014"	2014	1975	"Rangpur"	"2014-Rangpur"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.4
"2427"	"2014"	2014	1975	"Satkhira"	"2014-Satkhira"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.54
"2428"	"2014"	2014	1975	"Bhanga"	"2014-Bhanga"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.25
"2429"	"2015"	2015	1975	"Kustia"	"2015-Kustia"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.13
"2430"	"2015"	2015	1975	"Sonagazi"	"2015-Sonagazi"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.170827907
"2431"	"2015"	2015	1975	"Comilla"	"2015-Comilla"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.319169298
"2432"	"2015"	2015	1975	"Gazipur"	"2015-Gazipur"	"BR4"	"3"	"Medium"	"Medium-BR4"	6.214553649
"2433"	"2015"	2015	1975	"Rajshahi"	"2015-Rajshahi"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.283232558
"2434"	"2015"	2015	1975	"Rangpur"	"2015-Rangpur"	"BR4"	"3"	"Medium"	"Medium-BR4"	3.2
"2435"	"2015"	2015	1975	"Satkhira"	"2015-Satkhira"	"BR4"	"3"	"Medium"	"Medium-BR4"	5.836821705
"2436"	"2015"	2015	1975	"Bhanga"	"2015-Bhanga"	"BR4"	"3"	"Medium"	"Medium-BR4"	4.425
"2437"	"2001"	2001	1976	"Barisal"	"2001-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.62
"2438"	"2001"	2001	1976	"Comilla"	"2001-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.24244186
"2439"	"2001"	2001	1976	"Gazipur"	"2001-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.07
"2440"	"2001"	2001	1976	"Rajshahi"	"2001-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.54
"2441"	"2001"	2001	1976	"Rangpur"	"2001-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.553372093
"2442"	"2001"	2001	1976	"Satkhira"	"2001-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.894360465
"2443"	"2001"	2001	1976	"Sonagazi"	"2001-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.015
"2444"	"2002"	2002	1976	"Barisal"	"2002-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.7
"2445"	"2002"	2002	1976	"Comilla"	"2002-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.8
"2446"	"2002"	2002	1976	"Gazipur"	"2002-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.291236395
"2447"	"2002"	2002	1976	"Rajshahi"	"2002-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.839
"2448"	"2002"	2002	1976	"Rangpur"	"2002-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.97
"2449"	"2002"	2002	1976	"Satkhira"	"2002-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.299418605
"2450"	"2002"	2002	1976	"Sonagazi"	"2002-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.314
"2451"	"2003"	2003	1976	"Barisal"	"2003-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.045348837
"2452"	"2003"	2003	1976	"Comilla"	"2003-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.706927907
"2453"	"2003"	2003	1976	"Gazipur"	"2003-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.15244186
"2454"	"2003"	2003	1976	"Rajshahi"	"2003-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.6895
"2455"	"2003"	2003	1976	"Rangpur"	"2003-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.136744186
"2456"	"2003"	2003	1976	"Satkhira"	"2003-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.489302326
"2457"	"2003"	2003	1976	"Sonagazi"	"2003-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.65
"2458"	"2004"	2004	1976	"Barisal"	"2004-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.766525531
"2459"	"2004"	2004	1976	"Comilla"	"2004-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.423067442
"2460"	"2004"	2004	1976	"Gazipur"	"2004-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.125232558
"2461"	"2004"	2004	1976	"Rajshahi"	"2004-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.937790698
"2462"	"2004"	2004	1976	"Rangpur"	"2004-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.56
"2463"	"2004"	2004	1976	"Satkhira"	"2004-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.560930233
"2464"	"2004"	2004	1976	"Sonagazi"	"2004-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.996511628
"2465"	"2004"	2004	1976	"Kustia"	"2004-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.622348837
"2466"	"2005"	2005	1976	"Barisal"	"2005-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.297
"2467"	"2005"	2005	1976	"Comilla"	"2005-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.904534884
"2468"	"2005"	2005	1976	"Gazipur"	"2005-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.932848837
"2469"	"2005"	2005	1976	"Rajshahi"	"2005-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.400581395
"2470"	"2005"	2005	1976	"Rangpur"	"2005-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.247024967
"2471"	"2005"	2005	1976	"Satkhira"	"2005-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.284651163
"2472"	"2005"	2005	1976	"Sonagazi"	"2005-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.75
"2473"	"2005"	2005	1976	"Kustia"	"2005-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.477976744
"2474"	"2006"	2006	1976	"Barisal"	"2006-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.105
"2475"	"2006"	2006	1976	"Comilla"	"2006-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	0.83
"2476"	"2006"	2006	1976	"Gazipur"	"2006-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.3
"2477"	"2006"	2006	1976	"Rajshahi"	"2006-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.4
"2478"	"2006"	2006	1976	"Rangpur"	"2006-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.7
"2479"	"2006"	2006	1976	"Satkhira"	"2006-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.9
"2480"	"2006"	2006	1976	"Sonagazi"	"2006-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.5
"2481"	"2006"	2006	1976	"Kustia"	"2006-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	5.66
"2482"	"2007"	2007	1976	"Barisal"	"2007-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	5.453
"2483"	"2007"	2007	1976	"Comilla"	"2007-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.61
"2484"	"2007"	2007	1976	"Gazipur"	"2007-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.1
"2485"	"2007"	2007	1976	"Rajshahi"	"2007-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.3
"2486"	"2007"	2007	1976	"Rangpur"	"2007-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.75
"2487"	"2007"	2007	1976	"Satkhira"	"2007-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3
"2488"	"2007"	2007	1976	"Sonagazi"	"2007-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.05
"2489"	"2007"	2007	1976	"Kustia"	"2007-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.8
"2490"	"2008"	2008	1976	"Barisal"	"2008-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.7765
"2491"	"2008"	2008	1976	"Comilla"	"2008-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.53
"2492"	"2008"	2008	1976	"Gazipur"	"2008-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.3
"2493"	"2008"	2008	1976	"Rajshahi"	"2008-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.7
"2494"	"2008"	2008	1976	"Rangpur"	"2008-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.8
"2495"	"2008"	2008	1976	"Satkhira"	"2008-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.95
"2496"	"2008"	2008	1976	"Sonagazi"	"2008-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.6
"2497"	"2008"	2008	1976	"Kustia"	"2008-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.9
"2498"	"2009"	2009	1976	"Barisal"	"2009-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.1
"2499"	"2009"	2009	1976	"Comilla"	"2009-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.855
"2500"	"2009"	2009	1976	"Gazipur"	"2009-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3
"2501"	"2009"	2009	1976	"Rajshahi"	"2009-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3
"2502"	"2009"	2009	1976	"Rangpur"	"2009-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.85
"2503"	"2009"	2009	1976	"Satkhira"	"2009-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.975
"2504"	"2009"	2009	1976	"Sonagazi"	"2009-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.4
"2505"	"2009"	2009	1976	"Kustia"	"2009-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3
"2506"	"2010"	2010	1976	"Barisal"	"2010-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.07
"2507"	"2010"	2010	1976	"Comilla"	"2010-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.18
"2508"	"2010"	2010	1976	"Gazipur"	"2010-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.75
"2509"	"2010"	2010	1976	"Rajshahi"	"2010-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.95
"2510"	"2010"	2010	1976	"Rangpur"	"2010-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.8
"2511"	"2010"	2010	1976	"Satkhira"	"2010-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.9625
"2512"	"2010"	2010	1976	"Sonagazi"	"2010-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.67
"2513"	"2010"	2010	1976	"Kustia"	"2010-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.8
"2514"	"2011"	2011	1976	"Barisal"	"2011-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.04
"2515"	"2011"	2011	1976	"Comilla"	"2011-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.14
"2516"	"2011"	2011	1976	"Gazipur"	"2011-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.55
"2517"	"2011"	2011	1976	"Rajshahi"	"2011-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.9
"2518"	"2011"	2011	1976	"Rangpur"	"2011-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.4
"2519"	"2011"	2011	1976	"Satkhira"	"2011-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.96875
"2520"	"2011"	2011	1976	"Sonagazi"	"2011-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.5
"2521"	"2011"	2011	1976	"Kustia"	"2011-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.7
"2522"	"2012"	2012	1976	"Kustia"	"2012-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.68
"2523"	"2012"	2012	1976	"Sonagazi"	"2012-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.41
"2524"	"2012"	2012	1976	"Comilla"	"2012-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.73
"2525"	"2012"	2012	1976	"Gazipur"	"2012-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.445
"2526"	"2012"	2012	1976	"Rajshahi"	"2012-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.38
"2527"	"2012"	2012	1976	"Rangpur"	"2012-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.5
"2528"	"2012"	2012	1976	"Satkhira"	"2012-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2
"2529"	"2012"	2012	1976	"Barisal"	"2012-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.5
"2530"	"2013"	2013	1976	"Kustia"	"2013-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.5
"2531"	"2013"	2013	1976	"Sonagazi"	"2013-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.74
"2532"	"2013"	2013	1976	"Comilla"	"2013-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.52
"2533"	"2013"	2013	1976	"Gazipur"	"2013-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.6
"2534"	"2013"	2013	1976	"Rajshahi"	"2013-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.06
"2535"	"2013"	2013	1976	"Rangpur"	"2013-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.5
"2536"	"2013"	2013	1976	"Barisal"	"2013-Barisal"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.86
"2537"	"2014"	2014	1976	"Kustia"	"2014-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.82
"2538"	"2014"	2014	1976	"Sonagazi"	"2014-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.97
"2539"	"2014"	2014	1976	"Comilla"	"2014-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2.968297445
"2540"	"2014"	2014	1976	"Gazipur"	"2014-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	4.5
"2541"	"2014"	2014	1976	"Rajshahi"	"2014-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.4
"2542"	"2014"	2014	1976	"Rangpur"	"2014-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	1.8
"2543"	"2014"	2014	1976	"Satkhira"	"2014-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.45
"2544"	"2014"	2014	1976	"Bhanga"	"2014-Bhanga"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.25
"2545"	"2015"	2015	1976	"Kustia"	"2015-Kustia"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.91
"2546"	"2015"	2015	1976	"Sonagazi"	"2015-Sonagazi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.309534884
"2547"	"2015"	2015	1976	"Comilla"	"2015-Comilla"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.416594889
"2548"	"2015"	2015	1976	"Gazipur"	"2015-Gazipur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	5.403075766
"2549"	"2015"	2015	1976	"Rajshahi"	"2015-Rajshahi"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.655116279
"2550"	"2015"	2015	1976	"Rangpur"	"2015-Rangpur"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	2
"2551"	"2015"	2015	1976	"Satkhira"	"2015-Satkhira"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.491860465
"2552"	"2015"	2015	1976	"Bhanga"	"2015-Bhanga"	"BR5"	"1"	"Aromatic"	"Aromatic-BR5"	3.85
"2553"	"2001"	2001	1976	"Barisal"	"2001-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.38
"2554"	"2001"	2001	1976	"Comilla"	"2001-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.465116279
"2555"	"2001"	2001	1976	"Gazipur"	"2001-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.880697674
"2556"	"2001"	2001	1976	"Rajshahi"	"2001-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.35
"2557"	"2001"	2001	1976	"Rangpur"	"2001-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.786395349
"2558"	"2001"	2001	1976	"Satkhira"	"2001-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.843604651
"2559"	"2001"	2001	1976	"Sonagazi"	"2001-Sonagazi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.880697674
"2560"	"2002"	2002	1976	"Barisal"	"2002-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.25
"2561"	"2002"	2002	1976	"Comilla"	"2002-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.85
"2562"	"2002"	2002	1976	"Gazipur"	"2002-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	1.885096047
"2563"	"2002"	2002	1976	"Rajshahi"	"2002-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.649
"2564"	"2002"	2002	1976	"Rangpur"	"2002-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.41
"2565"	"2002"	2002	1976	"Satkhira"	"2002-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	4.228604651
"2566"	"2002"	2002	1976	"Sonagazi"	"2002-Sonagazi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	4.179697674
"2567"	"2003"	2003	1976	"Barisal"	"2003-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.252093023
"2568"	"2003"	2003	1976	"Comilla"	"2003-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.446754651
"2569"	"2003"	2003	1976	"Gazipur"	"2003-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	1.642604651
"2570"	"2003"	2003	1976	"Rajshahi"	"2003-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.4995
"2571"	"2003"	2003	1976	"Rangpur"	"2003-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.162790698
"2572"	"2003"	2003	1976	"Satkhira"	"2003-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.458604651
"2573"	"2003"	2003	1976	"Sonagazi"	"2003-Sonagazi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.02
"2574"	"2004"	2004	1976	"Barisal"	"2004-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.68658367
"2575"	"2004"	2004	1976	"Comilla"	"2004-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	1.335567442
"2576"	"2004"	2004	1976	"Gazipur"	"2004-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.8
"2577"	"2004"	2004	1976	"Rajshahi"	"2004-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.991860465
"2578"	"2004"	2004	1976	"Rangpur"	"2004-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.3025
"2579"	"2004"	2004	1976	"Satkhira"	"2004-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.448372093
"2580"	"2004"	2004	1976	"Sonagazi"	"2004-Sonagazi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.159196617
"2581"	"2004"	2004	1976	"Kustia"	"2004-Kustia"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.237402326
"2582"	"2005"	2005	1976	"Barisal"	"2005-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	4.054
"2583"	"2005"	2005	1976	"Comilla"	"2005-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.708604651
"2584"	"2005"	2005	1976	"Gazipur"	"2005-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.391627907
"2585"	"2005"	2005	1976	"Rajshahi"	"2005-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	4.014418605
"2586"	"2005"	2005	1976	"Rangpur"	"2005-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.247024967
"2587"	"2005"	2005	1976	"Satkhira"	"2005-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.223255814
"2588"	"2005"	2005	1976	"Sonagazi"	"2005-Sonagazi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.1
"2589"	"2005"	2005	1976	"Kustia"	"2005-Kustia"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.7935
"2590"	"2006"	2006	1976	"Barisal"	"2006-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.64
"2591"	"2006"	2006	1976	"Comilla"	"2006-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	0.59
"2592"	"2006"	2006	1976	"Gazipur"	"2006-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.4
"2593"	"2006"	2006	1976	"Rajshahi"	"2006-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.6
"2594"	"2006"	2006	1976	"Rangpur"	"2006-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3
"2595"	"2006"	2006	1976	"Satkhira"	"2006-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.1
"2596"	"2006"	2006	1976	"Sonagazi"	"2006-Sonagazi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.97
"2597"	"2006"	2006	1976	"Kustia"	"2006-Kustia"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	5.83
"2598"	"2007"	2007	1976	"Barisal"	"2007-Barisal"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	5.41
"2599"	"2007"	2007	1976	"Comilla"	"2007-Comilla"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.35
"2600"	"2007"	2007	1976	"Gazipur"	"2007-Gazipur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.65
"2601"	"2007"	2007	1976	"Rajshahi"	"2007-Rajshahi"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.7
"2602"	"2007"	2007	1976	"Rangpur"	"2007-Rangpur"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	2.8
"2603"	"2007"	2007	1976	"Satkhira"	"2007-Satkhira"	"BR5"	"2"	"Aromatic"	"Aromatic-BR5"	3.1
