SL	Year	Location	Year of release	Rep	Variety	Group	Yield
1678	2008	Barisal	1973	3	BR3	Medium	3.49175
1679	2008	Comilla	1973	3	BR3	Medium	2.07
1680	2008	Gazipur	1973	3	BR3	Medium	3.5
1681	2008	Rajshahi	1973	3	BR3	Medium	2.89
1682	2008	Rangpur	1973	3	BR3	Medium	3.8
1683	2008	Satkhira	1973	3	BR3	Medium	3.2
1684	2008	Sonagazi	1973	3	BR3	Medium	1.6
1685	2008	Kustia	1973	3	BR3	Medium	4.55
1686	2009	Barisal	1973	3	BR3	Medium	1.85
1687	2009	Comilla	1973	3	BR3	Medium	3.11
1688	2009	Gazipur	1973	3	BR3	Medium	3
1689	2009	Rajshahi	1973	3	BR3	Medium	3.095
1690	2009	Rangpur	1973	3	BR3	Medium	3.9
1691	2009	Satkhira	1973	3	BR3	Medium	2.85
1692	2009	Sonagazi	1973	3	BR3	Medium	1.15
1693	2009	Kustia	1973	3	BR3	Medium	3.9
1694	2010	Barisal	1973	3	BR3	Medium	1.8
1695	2010	Comilla	1973	3	BR3	Medium	4.15
1696	2010	Gazipur	1973	3	BR3	Medium	2.75
1697	2010	Rajshahi	1973	3	BR3	Medium	3.8475
1698	2010	Rangpur	1973	3	BR3	Medium	2.7
1699	2010	Satkhira	1973	3	BR3	Medium	3.025
1700	2010	Sonagazi	1973	3	BR3	Medium	3.85
1701	2010	Kustia	1973	3	BR3	Medium	4.8
1702	2011	Barisal	1973	3	BR3	Medium	1.75
1703	2011	Comilla	1973	3	BR3	Medium	3.85
1704	2011	Gazipur	1973	3	BR3	Medium	4.4
1705	2011	Rajshahi	1973	3	BR3	Medium	4.6
1706	2011	Rangpur	1973	3	BR3	Medium	3.6
1707	2011	Satkhira	1973	3	BR3	Medium	2.9375
1708	2011	Sonagazi	1973	3	BR3	Medium	3.8
1709	2011	Kustia	1973	3	BR3	Medium	3.79
1710	2012	Kustia	1973	3	BR3	Medium	4.37
1711	2012	Sonagazi	1973	3	BR3	Medium	4.22
1712	2012	Comilla	1973	3	BR3	Medium	4.08
1713	2012	Gazipur	1973	3	BR3	Medium	4.114
1714	2012	Rajshahi	1973	3	BR3	Medium	4.62
1715	2012	Rangpur	1973	3	BR3	Medium	2.22
1716	2012	Satkhira	1973	3	BR3	Medium	2.7
1717	2012	Barisal	1973	3	BR3	Medium	3.18
1718	2013	Kustia	1973	3	BR3	Medium	3.6
1719	2013	Sonagazi	1973	3	BR3	Medium	4.12
1720	2013	Comilla	1973	3	BR3	Medium	1.79
1721	2013	Gazipur	1973	3	BR3	Medium	4.1
1722	2013	Rajshahi	1973	3	BR3	Medium	4.16
1723	2013	Rangpur	1973	3	BR3	Medium	2.3
1724	2013	Barisal	1973	3	BR3	Medium	3.91
1725	2014	Kustia	1973	3	BR3	Medium	4.71
1726	2014	Sonagazi	1973	3	BR3	Medium	3.97
1727	2014	Comilla	1973	3	BR3	Medium	3.64
1728	2014	Gazipur	1973	3	BR3	Medium	5.5
1729	2014	Rajshahi	1973	3	BR3	Medium	5.331767442
1730	2014	Rangpur	1973	3	BR3	Medium	3.2
1731	2014	Satkhira	1973	3	BR3	Medium	4.68
1732	2014	Bhanga	1973	3	BR3	Medium	3.125
1733	2015	Kustia	1973	3	BR3	Medium	5.67
1734	2015	Sonagazi	1973	3	BR3	Medium	3.732837209
1735	2015	Comilla	1973	3	BR3	Medium	5.250263183
1736	2015	Gazipur	1973	3	BR3	Medium	4.384330656
1737	2015	Rajshahi	1973	3	BR3	Medium	5.024244186
1738	2015	Rangpur	1973	3	BR3	Medium	2.1
1739	2015	Satkhira	1973	3	BR3	Medium	5.256976744
1740	2015	Bhanga	1973	3	BR3	Medium	6.25
1741	2001	Barisal	1975	1	BR4	Medium	3.285984512
1742	2001	Comilla	1975	1	BR4	Medium	2.956233078
1743	2001	Gazipur	1975	1	BR4	Medium	3.128569862
1744	2001	Rajshahi	1975	1	BR4	Medium	2.962992296
1745	2001	Rangpur	1975	1	BR4	Medium	3.971104651
1746	2001	Satkhira	1975	1	BR4	Medium	4.47744186
1747	2001	Sonagazi	1975	1	BR4	Medium	3.529167122
1748	2002	Barisal	1975	1	BR4	Medium	4.75
1749	2002	Comilla	1975	1	BR4	Medium	3.8
1750	2002	Gazipur	1975	1	BR4	Medium	2.889057674
1751	2002	Rajshahi	1975	1	BR4	Medium	3.11
1752	2002	Rangpur	1975	1	BR4	Medium	3.88
1753	2002	Satkhira	1975	1	BR4	Medium	4.329767442
1754	2002	Sonagazi	1975	1	BR4	Medium	3.58
1755	2003	Barisal	1975	1	BR4	Medium	4.69627907
1756	2003	Comilla	1975	1	BR4	Medium	2.132572093
1757	2003	Gazipur	1975	1	BR4	Medium	2.23055814
1758	2003	Rajshahi	1975	1	BR4	Medium	2.6895
1759	2003	Rangpur	1975	1	BR4	Medium	4.062209302
1760	2003	Satkhira	1975	1	BR4	Medium	4.625116279
1761	2003	Sonagazi	1975	1	BR4	Medium	2.72
1762	2004	Barisal	1975	1	BR4	Medium	3.394977566
1763	2004	Comilla	1975	1	BR4	Medium	2.361675581
1764	2004	Gazipur	1975	1	BR4	Medium	4.646511628
1765	2004	Rajshahi	1975	1	BR4	Medium	4.107209302
1766	2004	Rangpur	1975	1	BR4	Medium	3.43
1767	2004	Satkhira	1975	1	BR4	Medium	6.293023256
1768	2004	Sonagazi	1975	1	BR4	Medium	4.217758985
1769	2004	Kustia	1975	1	BR4	Medium	3.739925581
1770	2005	Barisal	1975	1	BR4	Medium	4.703
1771	2005	Comilla	1975	1	BR4	Medium	3.528488372
1772	2005	Gazipur	1975	1	BR4	Medium	3.800232558
1773	2005	Rajshahi	1975	1	BR4	Medium	6.665581395
1774	2005	Rangpur	1975	1	BR4	Medium	2.666481793
1775	2005	Satkhira	1975	1	BR4	Medium	5.269767442
1776	2005	Sonagazi	1975	1	BR4	Medium	3.22
1777	2005	Kustia	1975	1	BR4	Medium	4.826
1778	2006	Barisal	1975	1	BR4	Medium	3.666
1779	2006	Comilla	1975	1	BR4	Medium	0.75
1780	2006	Gazipur	1975	1	BR4	Medium	3.85
1781	2006	Rajshahi	1975	1	BR4	Medium	4.6
1782	2006	Rangpur	1975	1	BR4	Medium	5.2
1783	2006	Satkhira	1975	1	BR4	Medium	5.3
1784	2006	Sonagazi	1975	1	BR4	Medium	3.1
1785	2006	Kustia	1975	1	BR4	Medium	6.15
1786	2007	Barisal	1975	1	BR4	Medium	4.2365
1787	2007	Comilla	1975	1	BR4	Medium	3.23
1788	2007	Gazipur	1975	1	BR4	Medium	4.35
1789	2007	Rajshahi	1975	1	BR4	Medium	4.4
1790	2007	Rangpur	1975	1	BR4	Medium	0.95
1791	2007	Satkhira	1975	1	BR4	Medium	4.25
1792	2007	Sonagazi	1975	1	BR4	Medium	3.38
1793	2007	Kustia	1975	1	BR4	Medium	5.4
1794	2008	Barisal	1975	1	BR4	Medium	3.51825
1795	2008	Comilla	1975	1	BR4	Medium	1.87
1796	2008	Gazipur	1975	1	BR4	Medium	3.85
1797	2008	Rajshahi	1975	1	BR4	Medium	3.98
1798	2008	Rangpur	1975	1	BR4	Medium	4.85
1799	2008	Satkhira	1975	1	BR4	Medium	4.775
1800	2008	Sonagazi	1975	1	BR4	Medium	1.5
1801	2008	Kustia	1975	1	BR4	Medium	5.1
1802	2009	Barisal	1975	1	BR4	Medium	2.8
1803	2009	Comilla	1975	1	BR4	Medium	3.31
1804	2009	Gazipur	1975	1	BR4	Medium	4.1
1805	2009	Rajshahi	1975	1	BR4	Medium	4.19
1806	2009	Rangpur	1975	1	BR4	Medium	5.15
1807	2009	Satkhira	1975	1	BR4	Medium	4.5125
1808	2009	Sonagazi	1975	1	BR4	Medium	1.5
1809	2009	Kustia	1975	1	BR4	Medium	4.8
1810	2010	Barisal	1975	1	BR4	Medium	3.485
1811	2010	Comilla	1975	1	BR4	Medium	4.75
1812	2010	Gazipur	1975	1	BR4	Medium	4.3
1813	2010	Rajshahi	1975	1	BR4	Medium	5.395
1814	2010	Rangpur	1975	1	BR4	Medium	4.5
1815	2010	Satkhira	1975	1	BR4	Medium	4.64375
1816	2010	Sonagazi	1975	1	BR4	Medium	4.48
1817	2010	Kustia	1975	1	BR4	Medium	6
1818	2011	Barisal	1975	1	BR4	Medium	4.17
1819	2011	Comilla	1975	1	BR4	Medium	3.1
1820	2011	Gazipur	1975	1	BR4	Medium	5.1
1821	2011	Rajshahi	1975	1	BR4	Medium	6.6
1822	2011	Rangpur	1975	1	BR4	Medium	3.1
1823	2011	Satkhira	1975	1	BR4	Medium	4.578125
1824	2011	Sonagazi	1975	1	BR4	Medium	6
1825	2011	Kustia	1975	1	BR4	Medium	5.2
1826	2012	Kustia	1975	1	BR4	Medium	5.42
1827	2012	Sonagazi	1975	1	BR4	Medium	4.4
1828	2012	Comilla	1975	1	BR4	Medium	4.14
1829	2012	Gazipur	1975	1	BR4	Medium	5.006
1830	2012	Rajshahi	1975	1	BR4	Medium	4.12
1831	2012	Rangpur	1975	1	BR4	Medium	2.4
1832	2012	Satkhira	1975	1	BR4	Medium	3.195
1833	2012	Barisal	1975	1	BR4	Medium	3.99
1834	2013	Kustia	1975	1	BR4	Medium	3.3
1835	2013	Sonagazi	1975	1	BR4	Medium	4.35
1836	2013	Comilla	1975	1	BR4	Medium	4.64
1837	2013	Gazipur	1975	1	BR4	Medium	3.54
1838	2013	Rajshahi	1975	1	BR4	Medium	4.98
1839	2013	Rangpur	1975	1	BR4	Medium	3.1
1840	2013	Barisal	1975	1	BR4	Medium	4.05
1841	2014	Kustia	1975	1	BR4	Medium	5.48
1842	2014	Sonagazi	1975	1	BR4	Medium	3.38
1843	2014	Comilla	1975	1	BR4	Medium	4.2
1844	2014	Gazipur	1975	1	BR4	Medium	6.25
1845	2014	Rajshahi	1975	1	BR4	Medium	5.900883721
1846	2014	Rangpur	1975	1	BR4	Medium	4.5
1847	2014	Satkhira	1975	1	BR4	Medium	4.26
1848	2014	Bhanga	1975	1	BR4	Medium	4.125
1849	2015	Kustia	1975	1	BR4	Medium	4.97
1850	2015	Sonagazi	1975	1	BR4	Medium	3.639260465
1851	2015	Comilla	1975	1	BR4	Medium	4.258182601
1852	2015	Gazipur	1975	1	BR4	Medium	5.764016388
1853	2015	Rajshahi	1975	1	BR4	Medium	3.266197674
1854	2015	Rangpur	1975	1	BR4	Medium	3.3
1855	2015	Satkhira	1975	1	BR4	Medium	4.998449612
1856	2015	Bhanga	1975	1	BR4	Medium	4.95
1857	2001	Barisal	1975	2	BR4	Medium	3.725825419
1858	2001	Comilla	1975	2	BR4	Medium	3.729434543
1859	2001	Gazipur	1975	2	BR4	Medium	3.594247439
1860	2001	Rajshahi	1975	2	BR4	Medium	3.29644802
1861	2001	Rangpur	1975	2	BR4	Medium	3.49244186
1862	2001	Satkhira	1975	2	BR4	Medium	4.355406977
1863	2001	Sonagazi	1975	2	BR4	Medium	4.016528297
1864	2002	Barisal	1975	2	BR4	Medium	5
1865	2002	Comilla	1975	2	BR4	Medium	4.7
1866	2002	Gazipur	1975	2	BR4	Medium	3.038979767
1867	2002	Rajshahi	1975	2	BR4	Medium	3.46
1868	2002	Rangpur	1975	2	BR4	Medium	2.97
1869	2002	Satkhira	1975	2	BR4	Medium	4.198255814
1870	2002	Sonagazi	1975	2	BR4	Medium	3.69
1871	2003	Barisal	1975	2	BR4	Medium	5.710697674
1872	2003	Comilla	1975	2	BR4	Medium	2.784233721
1873	2003	Gazipur	1975	2	BR4	Medium	2.842674419
1874	2003	Rajshahi	1975	2	BR4	Medium	3.4995
1875	2003	Rangpur	1975	2	BR4	Medium	4.014883721
1876	2003	Satkhira	1975	2	BR4	Medium	4.51255814
1877	2003	Sonagazi	1975	2	BR4	Medium	3.48
1878	2004	Barisal	1975	2	BR4	Medium	2.766525531
1879	2004	Comilla	1975	2	BR4	Medium	1.99885814
1880	2004	Gazipur	1975	2	BR4	Medium	4.39
1881	2004	Rajshahi	1975	2	BR4	Medium	5.301744186
1882	2004	Rangpur	1975	2	BR4	Medium	2.97
1883	2004	Satkhira	1975	2	BR4	Medium	6.190697674
1884	2004	Sonagazi	1975	2	BR4	Medium	3.218816068
1885	2004	Kustia	1975	2	BR4	Medium	3.141355814
1886	2005	Barisal	1975	2	BR4	Medium	5.042
1887	2005	Comilla	1975	2	BR4	Medium	2.910116279
1888	2005	Gazipur	1975	2	BR4	Medium	4.027906977
1889	2005	Rajshahi	1975	2	BR4	Medium	5.454069767
1890	2005	Rangpur	1975	2	BR4	Medium	1.79279451
1891	2005	Satkhira	1975	2	BR4	Medium	5.341395349
1892	2005	Sonagazi	1975	2	BR4	Medium	3.14
1893	2005	Kustia	1975	2	BR4	Medium	4.543534884
1894	2006	Barisal	1975	2	BR4	Medium	3.838
1895	2006	Comilla	1975	2	BR4	Medium	1.2
1896	2006	Gazipur	1975	2	BR4	Medium	4
1897	2006	Rajshahi	1975	2	BR4	Medium	4.8
1898	2006	Rangpur	1975	2	BR4	Medium	4
1899	2006	Satkhira	1975	2	BR4	Medium	5.2
1900	2006	Sonagazi	1975	2	BR4	Medium	4.86
1901	2006	Kustia	1975	2	BR4	Medium	5.7
1902	2007	Barisal	1975	2	BR4	Medium	4.036
1903	2007	Comilla	1975	2	BR4	Medium	3.11
1904	2007	Gazipur	1975	2	BR4	Medium	3.15
1905	2007	Rajshahi	1975	2	BR4	Medium	4.5
1906	2007	Rangpur	1975	2	BR4	Medium	1
1907	2007	Satkhira	1975	2	BR4	Medium	4
1908	2007	Sonagazi	1975	2	BR4	Medium	3.15
1909	2007	Kustia	1975	2	BR4	Medium	5.67
1910	2008	Barisal	1975	2	BR4	Medium	3.593
1911	2008	Comilla	1975	2	BR4	Medium	1.8
1912	2008	Gazipur	1975	2	BR4	Medium	4
1913	2008	Rajshahi	1975	2	BR4	Medium	4.9
1914	2008	Rangpur	1975	2	BR4	Medium	4.3
1915	2008	Satkhira	1975	2	BR4	Medium	4.6
1916	2008	Sonagazi	1975	2	BR4	Medium	1.8
1917	2008	Kustia	1975	2	BR4	Medium	4.985
1918	2009	Barisal	1975	2	BR4	Medium	3.15
1919	2009	Comilla	1975	2	BR4	Medium	3.355
1920	2009	Gazipur	1975	2	BR4	Medium	4.4
1921	2009	Rajshahi	1975	2	BR4	Medium	4.7
1922	2009	Rangpur	1975	2	BR4	Medium	4.45
1923	2009	Satkhira	1975	2	BR4	Medium	4.3
1924	2009	Sonagazi	1975	2	BR4	Medium	1.55
1925	2009	Kustia	1975	2	BR4	Medium	4.3
1926	2010	Barisal	1975	2	BR4	Medium	3.075
1927	2010	Comilla	1975	2	BR4	Medium	4.91
1928	2010	Gazipur	1975	2	BR4	Medium	4.9
1929	2010	Rajshahi	1975	2	BR4	Medium	5.1
1930	2010	Rangpur	1975	2	BR4	Medium	4.4
1931	2010	Satkhira	1975	2	BR4	Medium	4.45
1932	2010	Sonagazi	1975	2	BR4	Medium	4.3
1933	2010	Kustia	1975	2	BR4	Medium	6.3
1934	2011	Barisal	1975	2	BR4	Medium	3
1935	2011	Comilla	1975	2	BR4	Medium	3.21
1936	2011	Gazipur	1975	2	BR4	Medium	5
1937	2011	Rajshahi	1975	2	BR4	Medium	5.5
1938	2011	Rangpur	1975	2	BR4	Medium	4.5
1939	2011	Satkhira	1975	2	BR4	Medium	4.375
1940	2011	Sonagazi	1975	2	BR4	Medium	6
1941	2011	Kustia	1975	2	BR4	Medium	5.28
1942	2012	Kustia	1975	2	BR4	Medium	5.52
1943	2012	Sonagazi	1975	2	BR4	Medium	4.31
1944	2012	Comilla	1975	2	BR4	Medium	4.6
1945	2012	Gazipur	1975	2	BR4	Medium	5.096
1946	2012	Rajshahi	1975	2	BR4	Medium	2.95
1947	2012	Rangpur	1975	2	BR4	Medium	2.7
1948	2012	Satkhira	1975	2	BR4	Medium	3.35
1949	2012	Barisal	1975	2	BR4	Medium	4
1950	2013	Kustia	1975	2	BR4	Medium	4.12
1951	2013	Sonagazi	1975	2	BR4	Medium	4.59
1952	2013	Comilla	1975	2	BR4	Medium	4.28
1953	2013	Gazipur	1975	2	BR4	Medium	4.57
1954	2013	Rajshahi	1975	2	BR4	Medium	3.73
1955	2013	Rangpur	1975	2	BR4	Medium	2.8
1956	2013	Barisal	1975	2	BR4	Medium	3.71
1957	2014	Kustia	1975	2	BR4	Medium	4.9
1958	2014	Sonagazi	1975	2	BR4	Medium	3.15
1959	2014	Comilla	1975	2	BR4	Medium	4.03
1960	2014	Gazipur	1975	2	BR4	Medium	6.5
1961	2014	Rajshahi	1975	2	BR4	Medium	6.411744186
1962	2014	Rangpur	1975	2	BR4	Medium	3.3
1963	2014	Satkhira	1975	2	BR4	Medium	4.15
1964	2014	Bhanga	1975	2	BR4	Medium	4.75
1965	2015	Kustia	1975	2	BR4	Medium	5.41
1966	2015	Sonagazi	1975	2	BR4	Medium	4.366465116
1967	2015	Comilla	1975	2	BR4	Medium	5.648148148
1968	2015	Gazipur	1975	2	BR4	Medium	6.964631783
1969	2015	Rajshahi	1975	2	BR4	Medium	3.88172093
1970	2015	Rangpur	1975	2	BR4	Medium	2.4
1971	2015	Satkhira	1975	2	BR4	Medium	5.403100775
1972	2015	Bhanga	1975	2	BR4	Medium	4.7375
1973	2001	Barisal	1975	3	BR4	Medium	3.5226063
1974	2001	Comilla	1975	3	BR4	Medium	3.803221993
1975	2001	Gazipur	1975	3	BR4	Medium	4.146419708
1976	2001	Rajshahi	1975	3	BR4	Medium	3.001101521
1977	2001	Rangpur	1975	3	BR4	Medium	3.689651163
1978	2001	Satkhira	1975	3	BR4	Medium	4.523081395
1979	2001	Sonagazi	1975	3	BR4	Medium	3.562778238
1980	2002	Barisal	1975	3	BR4	Medium	4.95
1981	2002	Comilla	1975	3	BR4	Medium	5.15
1982	2002	Gazipur	1975	3	BR4	Medium	4.181861047
1983	2002	Rajshahi	1975	3	BR4	Medium	3.15
1984	2002	Rangpur	1975	3	BR4	Medium	3.65
1985	2002	Satkhira	1975	3	BR4	Medium	4.400581395
1986	2002	Sonagazi	1975	3	BR4	Medium	3.31
1987	2003	Barisal	1975	3	BR4	Medium	5.1765
1988	2003	Comilla	1975	3	BR4	Medium	2.482310465
1989	2003	Gazipur	1975	3	BR4	Medium	2.603372093
1990	2003	Rajshahi	1975	3	BR4	Medium	2.6895
1991	2003	Rangpur	1975	3	BR4	Medium	3.729302326
1992	2003	Satkhira	1975	3	BR4	Medium	4.645581395
1993	2003	Sonagazi	1975	3	BR4	Medium	3.05
1994	2004	Barisal	1975	3	BR4	Medium	2.67356547
1995	2004	Comilla	1975	3	BR4	Medium	2.724493023
1996	2004	Gazipur	1975	3	BR4	Medium	4.809302326
1997	2004	Rajshahi	1975	3	BR4	Medium	3.798837209
1998	2004	Rangpur	1975	3	BR4	Medium	3.06
1999	2004	Satkhira	1975	3	BR4	Medium	6.262325581
2000	2004	Sonagazi	1975	3	BR4	Medium	3.683932347
2001	2004	Kustia	1975	3	BR4	Medium	3.151352326
2002	2005	Barisal	1975	3	BR4	Medium	6.182
2003	2005	Comilla	1975	3	BR4	Medium	2.822790698
2004	2005	Gazipur	1975	3	BR4	Medium	3.562325581
2005	2005	Rajshahi	1975	3	BR4	Medium	6.091860465
2006	2005	Rangpur	1975	3	BR4	Medium	1.027960526
2007	2005	Satkhira	1975	3	BR4	Medium	5.361860465
2008	2005	Sonagazi	1975	3	BR4	Medium	3.02
2009	2005	Kustia	1975	3	BR4	Medium	4.830232558
2010	2006	Barisal	1975	3	BR4	Medium	3.915
2011	2006	Comilla	1975	3	BR4	Medium	0.93
2012	2006	Gazipur	1975	3	BR4	Medium	3.9
2013	2006	Rajshahi	1975	3	BR4	Medium	4.4
2014	2006	Rangpur	1975	3	BR4	Medium	4.05
2015	2006	Satkhira	1975	3	BR4	Medium	5.1
2016	2006	Sonagazi	1975	3	BR4	Medium	3.92
2017	2006	Kustia	1975	3	BR4	Medium	6.25
2018	2007	Barisal	1975	3	BR4	Medium	4.6195
2019	2007	Comilla	1975	3	BR4	Medium	3.42
2020	2007	Gazipur	1975	3	BR4	Medium	4.15
2021	2007	Rajshahi	1975	3	BR4	Medium	4
2022	2007	Rangpur	1975	3	BR4	Medium	2
2023	2007	Satkhira	1975	3	BR4	Medium	3.9
2024	2007	Sonagazi	1975	3	BR4	Medium	3.31
2025	2007	Kustia	1975	3	BR4	Medium	2.9
2026	2008	Barisal	1975	3	BR4	Medium	3.73475
2027	2008	Comilla	1975	3	BR4	Medium	2.19
2028	2008	Gazipur	1975	3	BR4	Medium	3.9
2029	2008	Rajshahi	1975	3	BR4	Medium	3.86
2030	2008	Rangpur	1975	3	BR4	Medium	3.85
2031	2008	Satkhira	1975	3	BR4	Medium	4.5
2032	2008	Sonagazi	1975	3	BR4	Medium	1.7
2033	2008	Kustia	1975	3	BR4	Medium	3.7
2034	2009	Barisal	1975	3	BR4	Medium	2.85
2035	2009	Comilla	1975	3	BR4	Medium	3.655
2036	2009	Gazipur	1975	3	BR4	Medium	3.98
2037	2009	Rajshahi	1975	3	BR4	Medium	3.93
2038	2009	Rangpur	1975	3	BR4	Medium	4.2
2039	2009	Satkhira	1975	3	BR4	Medium	4.2
2040	2009	Sonagazi	1975	3	BR4	Medium	1.45
2041	2009	Kustia	1975	3	BR4	Medium	4.5
2042	2010	Barisal	1975	3	BR4	Medium	3.175
2043	2010	Comilla	1975	3	BR4	Medium	5.12
2044	2010	Gazipur	1975	3	BR4	Medium	5.1
2045	2010	Rajshahi	1975	3	BR4	Medium	4.865
2046	2010	Rangpur	1975	3	BR4	Medium	5.4
2047	2010	Satkhira	1975	3	BR4	Medium	4.35
2048	2010	Sonagazi	1975	3	BR4	Medium	4.57
2049	2010	Kustia	1975	3	BR4	Medium	5.7
2050	2011	Barisal	1975	3	BR4	Medium	3.5
2051	2011	Comilla	1975	3	BR4	Medium	3.3
2052	2011	Gazipur	1975	3	BR4	Medium	4.8
2053	2011	Rajshahi	1975	3	BR4	Medium	5.8
2054	2011	Rangpur	1975	3	BR4	Medium	3.2
2055	2011	Satkhira	1975	3	BR4	Medium	4.275
2056	2011	Sonagazi	1975	3	BR4	Medium	5.5
2057	2011	Kustia	1975	3	BR4	Medium	5.32
2058	2012	Kustia	1975	3	BR4	Medium	5.59
2059	2012	Sonagazi	1975	3	BR4	Medium	4.63
2060	2012	Comilla	1975	3	BR4	Medium	4.62
2061	2012	Gazipur	1975	3	BR4	Medium	4.086
2062	2012	Rajshahi	1975	3	BR4	Medium	3.87
2063	2012	Rangpur	1975	3	BR4	Medium	2.55
2064	2012	Satkhira	1975	3	BR4	Medium	3.29
2065	2012	Barisal	1975	3	BR4	Medium	4.03
2066	2013	Kustia	1975	3	BR4	Medium	4.7
2067	2013	Sonagazi	1975	3	BR4	Medium	4.41
2068	2013	Comilla	1975	3	BR4	Medium	4.42
2069	2013	Gazipur	1975	3	BR4	Medium	4.4
2070	2013	Rajshahi	1975	3	BR4	Medium	3.16
2071	2013	Rangpur	1975	3	BR4	Medium	2.5
2072	2013	Barisal	1975	3	BR4	Medium	3.74
2073	2014	Kustia	1975	3	BR4	Medium	4.35
2074	2014	Sonagazi	1975	3	BR4	Medium	3.46
2075	2014	Comilla	1975	3	BR4	Medium	4.08
2076	2014	Gazipur	1975	3	BR4	Medium	6.4
2077	2014	Rajshahi	1975	3	BR4	Medium	7.397581395
2078	2014	Rangpur	1975	3	BR4	Medium	3.4
2079	2014	Satkhira	1975	3	BR4	Medium	4.54
2080	2014	Bhanga	1975	3	BR4	Medium	4.25
2081	2015	Kustia	1975	3	BR4	Medium	5.13
2082	2015	Sonagazi	1975	3	BR4	Medium	5.170827907
2083	2015	Comilla	1975	3	BR4	Medium	5.319169298
2084	2015	Gazipur	1975	3	BR4	Medium	6.214553649
2085	2015	Rajshahi	1975	3	BR4	Medium	4.283232558
2086	2015	Rangpur	1975	3	BR4	Medium	3.2
2087	2015	Satkhira	1975	3	BR4	Medium	5.836821705
2088	2015	Bhanga	1975	3	BR4	Medium	4.425
10093	2001	Barisal	1976	1	BR5	Aromatic	2.62
10094	2001	Comilla	1976	1	BR5	Aromatic	3.24244186
10095	2001	Gazipur	1976	1	BR5	Aromatic	4.07
10096	2001	Rajshahi	1976	1	BR5	Aromatic	2.54
10097	2001	Rangpur	1976	1	BR5	Aromatic	2.553372093
10098	2001	Satkhira	1976	1	BR5	Aromatic	3.894360465
10099	2001	Sonagazi	1976	1	BR5	Aromatic	4.015
10100	2002	Barisal	1976	1	BR5	Aromatic	3.7
10101	2002	Comilla	1976	1	BR5	Aromatic	3.8
10102	2002	Gazipur	1976	1	BR5	Aromatic	2.291236395
10103	2002	Rajshahi	1976	1	BR5	Aromatic	2.839
10104	2002	Rangpur	1976	1	BR5	Aromatic	1.97
10105	2002	Satkhira	1976	1	BR5	Aromatic	4.299418605
10106	2002	Sonagazi	1976	1	BR5	Aromatic	4.314
10107	2003	Barisal	1976	1	BR5	Aromatic	3.045348837
10108	2003	Comilla	1976	1	BR5	Aromatic	2.706927907
10109	2003	Gazipur	1976	1	BR5	Aromatic	2.15244186
10110	2003	Rajshahi	1976	1	BR5	Aromatic	2.6895
10111	2003	Rangpur	1976	1	BR5	Aromatic	3.136744186
10112	2003	Satkhira	1976	1	BR5	Aromatic	3.489302326
10113	2003	Sonagazi	1976	1	BR5	Aromatic	1.65
10114	2004	Barisal	1976	1	BR5	Aromatic	2.766525531
10115	2004	Comilla	1976	1	BR5	Aromatic	1.423067442
10116	2004	Gazipur	1976	1	BR5	Aromatic	3.125232558
10117	2004	Rajshahi	1976	1	BR5	Aromatic	2.937790698
10118	2004	Rangpur	1976	1	BR5	Aromatic	2.56
10119	2004	Satkhira	1976	1	BR5	Aromatic	3.560930233
10120	2004	Sonagazi	1976	1	BR5	Aromatic	2.996511628
10121	2004	Kustia	1976	1	BR5	Aromatic	2.622348837
10122	2005	Barisal	1976	1	BR5	Aromatic	4.297
10123	2005	Comilla	1976	1	BR5	Aromatic	3.904534884
10124	2005	Gazipur	1976	1	BR5	Aromatic	2.932848837
10125	2005	Rajshahi	1976	1	BR5	Aromatic	4.400581395
10126	2005	Rangpur	1976	1	BR5	Aromatic	2.247024967
10127	2005	Satkhira	1976	1	BR5	Aromatic	3.284651163
10128	2005	Sonagazi	1976	1	BR5	Aromatic	2.75
10129	2005	Kustia	1976	1	BR5	Aromatic	3.477976744
10130	2006	Barisal	1976	1	BR5	Aromatic	1.105
10131	2006	Comilla	1976	1	BR5	Aromatic	0.83
10132	2006	Gazipur	1976	1	BR5	Aromatic	2.3
10133	2006	Rajshahi	1976	1	BR5	Aromatic	2.4
10134	2006	Rangpur	1976	1	BR5	Aromatic	1.7
10135	2006	Satkhira	1976	1	BR5	Aromatic	2.9
10136	2006	Sonagazi	1976	1	BR5	Aromatic	2.5
10137	2006	Kustia	1976	1	BR5	Aromatic	5.66
10138	2007	Barisal	1976	1	BR5	Aromatic	5.453
10139	2007	Comilla	1976	1	BR5	Aromatic	3.61
10140	2007	Gazipur	1976	1	BR5	Aromatic	3.1
10141	2007	Rajshahi	1976	1	BR5	Aromatic	2.3
10142	2007	Rangpur	1976	1	BR5	Aromatic	1.75
10143	2007	Satkhira	1976	1	BR5	Aromatic	3
10144	2007	Sonagazi	1976	1	BR5	Aromatic	3.05
10145	2007	Kustia	1976	1	BR5	Aromatic	2.8
10146	2008	Barisal	1976	1	BR5	Aromatic	3.7765
10147	2008	Comilla	1976	1	BR5	Aromatic	2.53
10148	2008	Gazipur	1976	1	BR5	Aromatic	2.3
10149	2008	Rajshahi	1976	1	BR5	Aromatic	3.7
10150	2008	Rangpur	1976	1	BR5	Aromatic	1.8
10151	2008	Satkhira	1976	1	BR5	Aromatic	2.95
