SL	Year	Location	Year of release	Rep	Variety	Group	Yield
171	2005-2006	Bhanga	1971	2	BR2	Long	5.66
172	2005-2006	Comilla	1971	2	BR2	Long	5.02
173	2005-2006	Gazipur	1971	2	BR2	Long	4.29
174	2005-2006	Habiganj	1971	2	BR2	Long	5.50
175	2005-2006	Rajshahi	1971	2	BR2	Long	4.20
176	2005-2006	Rangpur	1971	2	BR2	Long	4.50
177	2005-2006	Satkhira	1971	2	BR2	Long	5.69
178	2005-2006	Kustia	1971	2	BR2	Long	6.29
179	2006-2007	Barisal	1971	2	BR2	Long	4.98
180	2006-2007	Bhanga	1971	2	BR2	Long	6.15
181	2006-2007	Comilla	1971	2	BR2	Long	5.67
182	2006-2007	Gazipur	1971	2	BR2	Long	3.06
183	2006-2007	Habiganj	1971	2	BR2	Long	4.58
184	2006-2007	Rajshahi	1971	2	BR2	Long	4.70
185	2006-2007	Kustia	1971	2	BR2	Long	6.32
186	2006-2007	Rangpur	1971	2	BR2	Long	4.95
187	2006-2007	Satkhira	1971	2	BR2	Long	5.71
188	2007-2008	Barisal	1971	2	BR2	Long	5.01
189	2007-2008	Bhanga	1971	2	BR2	Long	6.31
190	2007-2008	Comilla	1971	2	BR2	Long	5.72
191	2007-2008	Gazipur	1971	2	BR2	Long	5.00
192	2007-2008	Habiganj	1971	2	BR2	Long	4.58
193	2007-2008	Rangpur	1971	2	BR2	Long	2.50
194	2007-2008	Satkhira	1971	2	BR2	Long	6.00
195	2007-2008	Kustia	1971	2	BR2	Long	5.55
196	2007-2008	Rajshahi	1971	2	BR2	Long	4.06
197	2008-2009	Barisal	1971	2	BR2	Long	5.05
198	2008-2009	Bhanga	1971	2	BR2	Long	6.23
199	2008-2009	Comilla	1971	2	BR2	Long	5.32
200	2008-2009	Gazipur	1971	2	BR2	Long	4.00
201	2008-2009	Habiganj	1971	2	BR2	Long	6.40
202	2008-2009	Rajshahi	1971	2	BR2	Long	3.42
203	2008-2009	Rangpur	1971	2	BR2	Long	2.20
204	2008-2009	Kustia	1971	2	BR2	Long	7.35
205	2008-2009	Satkhira	1971	2	BR2	Long	5.86
206	2009-2010	Barisal	1971	2	BR2	Long	5.10
207	2009-2010	Bhanga	1971	2	BR2	Long	6.41
208	2009-2010	Comilla	1971	2	BR2	Long	5.51
209	2009-2010	Gazipur	1971	2	BR2	Long	3.25
210	2009-2010	Habiganj	1971	2	BR2	Long	5.95
211	2009-2010	Rajshahi	1971	2	BR2	Long	3.74
212	2009-2010	Rangpur	1971	2	BR2	Long	4.50
213	2009-2010	Satkhira	1971	2	BR2	Long	5.68
214	2009-2010	Kustia	1971	2	BR2	Long	5.95
215	2010-2011	Barisal	1971	2	BR2	Long	4.62
216	2010-2011	Bhanga	1971	2	BR2	Long	6.59
217	2010-2011	Comilla	1971	2	BR2	Long	5.10
218	2010-2011	Gazipur	1971	2	BR2	Long	2.25
219	2010-2011	Habiganj	1971	2	BR2	Long	5.50
220	2010-2011	Rangpur	1971	2	BR2	Long	1.80
221	2010-2011	Satkhira	1971	2	BR2	Long	5.50
222	2010-2011	Sonagazi	1971	2	BR2	Long	5.00
223	2010-2011	Kustia	1971	2	BR2	Long	4.55
224	2010-2011	Rajshahi	1971	2	BR2	Long	4.96
225	2011-2012	Barisal	1971	2	BR2	Long	4.62
226	2011-2012	Bhanga	1971	2	BR2	Long	6.59
227	2011-2012	Comilla	1971	2	BR2	Long	4.81
228	2011-2012	Gazipur	1971	2	BR2	Long	4.39
229	2011-2012	Habiganj	1971	2	BR2	Long	5.50
230	2011-2012	Rangpur	1971	2	BR2	Long	1.80
231	2011-2012	Satkhira	1971	2	BR2	Long	6.14
232	2011-2012	Sonagazi	1971	2	BR2	Long	5.00
233	2011-2012	Kustia	1971	2	BR2	Long	4.55
234	2011-2012	Rajshahi	1971	2	BR2	Long	6.18
235	2012-2013	Barisal	1971	2	BR2	Long	4.65
236	2012-2013	Bhanga	1971	2	BR2	Long	8.06
237	2012-2013	Comilla	1971	2	BR2	Long	4.71
238	2012-2013	Gazipur	1971	2	BR2	Long	4.84
239	2012-2013	Habiganj	1971	2	BR2	Long	5.80
240	2012-2013	Rangpur	1971	2	BR2	Long	6.50
241	2012-2013	Satkhira	1971	2	BR2	Long	6.80
242	2012-2013	Sonagazi	1971	2	BR2	Long	6.86
243	2012-2013	Kustia	1971	2	BR2	Long	5.40
244	2012-2013	Rajshahi	1971	2	BR2	Long	5.50
245	2013-2014	Barisal	1971	2	BR2	Long	4.29
246	2013-2014	Bhanga	1971	2	BR2	Long	5.10
247	2013-2014	Comilla	1971	2	BR2	Long	4.98
248	2013-2014	Gazipur	1971	2	BR2	Long	5.00
249	2013-2014	Habiganj	1971	2	BR2	Long	5.30
250	2013-2014	Rangpur	1971	2	BR2	Long	5.90
251	2013-2014	Satkhira	1971	2	BR2	Long	5.48
252	2013-2014	Sonagazi	1971	2	BR2	Long	6.96
253	2013-2014	Kustia	1971	2	BR2	Long	5.94
254	2013-2014	Rajshahi	1971	2	BR2	Long	2.52
255	2014-2015	Barisal	1971	2	BR2	Long	4.20
256	2014-2015	Bhanga	1971	2	BR2	Long	7.84
257	2014-2015	Comilla	1971	2	BR2	Long	4.23
258	2014-2015	Gazipur	1971	2	BR2	Long	6.40
259	2014-2015	Habiganj	1971	2	BR2	Long	5.37
260	2014-2015	Rangpur	1971	2	BR2	Long	3.10
261	2014-2015	Satkhira	1971	2	BR2	Long	5.98
262	2014-2015	Sonagazi	1971	2	BR2	Long	5.27
263	2014-2015	Kustia	1971	2	BR2	Long	6.47
264	2014-2015	Rajshahi	1971	2	BR2	Long	2.84
265	2015-2016	Barisal	1971	2	BR2	Long	3.53
266	2015-2016	Bhanga	1971	2	BR2	Long	8.13
267	2015-2016	Comilla	1971	2	BR2	Long	5.76
268	2015-2016	Gazipur	1971	2	BR2	Long	7.13
269	2015-2016	Habiganj	1971	2	BR2	Long	6.30
270	2015-2016	Rangpur	1971	2	BR2	Long	2.73
271	2015-2016	Satkhira	1971	2	BR2	Long	6.58
272	2015-2016	Sonagazi	1971	2	BR2	Long	3.45
273	2015-2016	Kustia	1971	2	BR2	Long	7.17
274	2015-2016	Rajshahi	1971	2	BR2	Long	6.15
275	2001-2002	Barisal	1971	3	BR2	Long	5.42
276	2001-2002	Bhanga	1971	3	BR2	Long	7.10
277	2001-2002	Comilla	1971	3	BR2	Long	5.82
278	2001-2002	Habiganj	1971	3	BR2	Long	4.88
279	2001-2002	Rajshahi	1971	3	BR2	Long	4.60
280	2001-2002	Rangpur	1971	3	BR2	Long	7.26
281	2001-2002	Satkhira	1971	3	BR2	Long	5.93
282	2002-2003	Barisal	1971	3	BR2	Long	3.58
283	2002-2003	Bhanga	1971	3	BR2	Long	5.90
284	2002-2003	Comilla	1971	3	BR2	Long	5.29
285	2002-2003	Gazipur	1971	3	BR2	Long	3.12
286	2002-2003	Habiganj	1971	3	BR2	Long	4.12
287	2002-2003	Rajshahi	1971	3	BR2	Long	3.18
288	2002-2003	Rangpur	1971	3	BR2	Long	3.07
289	2002-2003	Satkhira	1971	3	BR2	Long	4.38
290	2003-2004	Barisal	1971	3	BR2	Long	4.78
291	2003-2004	Bhanga	1971	3	BR2	Long	5.74
292	2003-2004	Comilla	1971	3	BR2	Long	4.27
293	2003-2004	Gazipur	1971	3	BR2	Long	2.08
294	2003-2004	Habiganj	1971	3	BR2	Long	4.41
295	2003-2004	Rajshahi	1971	3	BR2	Long	1.13
296	2003-2004	Rangpur	1971	3	BR2	Long	5.44
297	2003-2004	Satkhira	1971	3	BR2	Long	4.92
298	2004-2005	Barisal	1971	3	BR2	Long	4.56
299	2004-2005	Bhanga	1971	3	BR2	Long	6.23
300	2004-2005	Comilla	1971	3	BR2	Long	5.25
301	2004-2005	Gazipur	1971	3	BR2	Long	3.94
302	2004-2005	Habiganj	1971	3	BR2	Long	4.59
303	2004-2005	Rajshahi	1971	3	BR2	Long	5.74
304	2004-2005	Rangpur	1971	3	BR2	Long	4.64
305	2004-2005	Satkhira	1971	3	BR2	Long	5.27
306	2004-2005	Kustia	1971	3	BR2	Long	5.38
307	2005-2006	Barisal	1971	3	BR2	Long	4.59
308	2005-2006	Bhanga	1971	3	BR2	Long	5.70
309	2005-2006	Comilla	1971	3	BR2	Long	4.71
310	2005-2006	Gazipur	1971	3	BR2	Long	4.85
311	2005-2006	Habiganj	1971	3	BR2	Long	6.50
312	2005-2006	Rajshahi	1971	3	BR2	Long	4.66
313	2005-2006	Rangpur	1971	3	BR2	Long	4.58
314	2005-2006	Satkhira	1971	3	BR2	Long	5.44
315	2005-2006	Kustia	1971	3	BR2	Long	6.69
316	2006-2007	Barisal	1971	3	BR2	Long	4.78
317	2006-2007	Bhanga	1971	3	BR2	Long	6.04
318	2006-2007	Comilla	1971	3	BR2	Long	5.25
319	2006-2007	Gazipur	1971	3	BR2	Long	3.41
320	2006-2007	Habiganj	1971	3	BR2	Long	5.06
321	2006-2007	Rajshahi	1971	3	BR2	Long	3.20
322	2006-2007	Kustia	1971	3	BR2	Long	6.32
323	2006-2007	Rangpur	1971	3	BR2	Long	5.12
324	2006-2007	Satkhira	1971	3	BR2	Long	6.09
325	2007-2008	Barisal	1971	3	BR2	Long	5.33
326	2007-2008	Bhanga	1971	3	BR2	Long	6.01
327	2007-2008	Comilla	1971	3	BR2	Long	5.36
328	2007-2008	Gazipur	1971	3	BR2	Long	3.90
329	2007-2008	Habiganj	1971	3	BR2	Long	5.06
330	2007-2008	Rangpur	1971	3	BR2	Long	2.30
331	2007-2008	Satkhira	1971	3	BR2	Long	7.00
332	2007-2008	Kustia	1971	3	BR2	Long	5.69
333	2007-2008	Rajshahi	1971	3	BR2	Long	3.03
334	2008-2009	Barisal	1971	3	BR2	Long	4.84
335	2008-2009	Bhanga	1971	3	BR2	Long	6.03
336	2008-2009	Comilla	1971	3	BR2	Long	4.79
337	2008-2009	Gazipur	1971	3	BR2	Long	3.85
338	2008-2009	Habiganj	1971	3	BR2	Long	6.50
339	2008-2009	Rajshahi	1971	3	BR2	Long	2.86
340	2008-2009	Rangpur	1971	3	BR2	Long	2.10
341	2008-2009	Kustia	1971	3	BR2	Long	7.50
342	2008-2009	Satkhira	1971	3	BR2	Long	6.55
343	2009-2010	Barisal	1971	3	BR2	Long	4.35
344	2009-2010	Bhanga	1971	3	BR2	Long	5.83
345	2009-2010	Comilla	1971	3	BR2	Long	5.35
346	2009-2010	Gazipur	1971	3	BR2	Long	2.70
347	2009-2010	Habiganj	1971	3	BR2	Long	6.05
348	2009-2010	Rajshahi	1971	3	BR2	Long	2.95
349	2009-2010	Rangpur	1971	3	BR2	Long	4.70
350	2009-2010	Satkhira	1971	3	BR2	Long	6.27
351	2009-2010	Kustia	1971	3	BR2	Long	6.15
352	2010-2011	Barisal	1971	3	BR2	Long	4.34
353	2010-2011	Bhanga	1971	3	BR2	Long	5.64
354	2010-2011	Comilla	1971	3	BR2	Long	5.41
355	2010-2011	Gazipur	1971	3	BR2	Long	2.05
356	2010-2011	Habiganj	1971	3	BR2	Long	5.60
357	2010-2011	Rangpur	1971	3	BR2	Long	1.60
358	2010-2011	Satkhira	1971	3	BR2	Long	6.00
359	2010-2011	Sonagazi	1971	3	BR2	Long	5.00
360	2010-2011	Kustia	1971	3	BR2	Long	4.79
361	2010-2011	Rajshahi	1971	3	BR2	Long	4.54
362	2011-2012	Barisal	1971	3	BR2	Long	4.34
363	2011-2012	Bhanga	1971	3	BR2	Long	5.64
364	2011-2012	Comilla	1971	3	BR2	Long	4.25
365	2011-2012	Gazipur	1971	3	BR2	Long	4.75
366	2011-2012	Habiganj	1971	3	BR2	Long	5.60
367	2011-2012	Rangpur	1971	3	BR2	Long	1.60
368	2011-2012	Satkhira	1971	3	BR2	Long	6.16
369	2011-2012	Sonagazi	1971	3	BR2	Long	5.00
370	2011-2012	Kustia	1971	3	BR2	Long	4.79
371	2011-2012	Rajshahi	1971	3	BR2	Long	6.13
372	2012-2013	Barisal	1971	3	BR2	Long	4.74
373	2012-2013	Bhanga	1971	3	BR2	Long	7.92
374	2012-2013	Comilla	1971	3	BR2	Long	4.88
375	2012-2013	Gazipur	1971	3	BR2	Long	4.15
376	2012-2013	Habiganj	1971	3	BR2	Long	6.20
377	2012-2013	Rangpur	1971	3	BR2	Long	5.20
378	2012-2013	Satkhira	1971	3	BR2	Long	7.00
379	2012-2013	Sonagazi	1971	3	BR2	Long	3.04
380	2012-2013	Kustia	1971	3	BR2	Long	5.20
381	2012-2013	Rajshahi	1971	3	BR2	Long	5.90
382	2013-2014	Barisal	1971	3	BR2	Long	4.44
383	2013-2014	Bhanga	1971	3	BR2	Long	5.30
384	2013-2014	Comilla	1971	3	BR2	Long	4.79
385	2013-2014	Gazipur	1971	3	BR2	Long	5.80
386	2013-2014	Habiganj	1971	3	BR2	Long	4.79
387	2013-2014	Rangpur	1971	3	BR2	Long	6.50
388	2013-2014	Satkhira	1971	3	BR2	Long	5.32
389	2013-2014	Sonagazi	1971	3	BR2	Long	7.18
390	2013-2014	Kustia	1971	3	BR2	Long	5.45
391	2013-2014	Rajshahi	1971	3	BR2	Long	1.19
392	2014-2015	Barisal	1971	3	BR2	Long	4.16
393	2014-2015	Bhanga	1971	3	BR2	Long	7.96
394	2014-2015	Comilla	1971	3	BR2	Long	4.42
395	2014-2015	Gazipur	1971	3	BR2	Long	6.30
396	2014-2015	Habiganj	1971	3	BR2	Long	5.24
397	2014-2015	Rangpur	1971	3	BR2	Long	2.90
398	2014-2015	Satkhira	1971	3	BR2	Long	6.07
399	2014-2015	Sonagazi	1971	3	BR2	Long	5.34
400	2014-2015	Kustia	1971	3	BR2	Long	5.70
401	2014-2015	Rajshahi	1971	3	BR2	Long	4.60
402	2015-2016	Barisal	1971	3	BR2	Long	3.28
403	2015-2016	Bhanga	1971	3	BR2	Long	7.68
404	2015-2016	Comilla	1971	3	BR2	Long	5.16
405	2015-2016	Gazipur	1971	3	BR2	Long	7.27
406	2015-2016	Habiganj	1971	3	BR2	Long	6.00
407	2015-2016	Rangpur	1971	3	BR2	Long	1.76
408	2015-2016	Satkhira	1971	3	BR2	Long	4.46
409	2015-2016	Sonagazi	1971	3	BR2	Long	3.73
410	2015-2016	Kustia	1971	3	BR2	Long	5.55
411	2015-2016	Rajshahi	1971	3	BR2	Long	6.34
412	2001-2002	Barisal	1973	1	BR3	Long	7.50
413	2001-2002	Bhanga	1973	1	BR3	Long	5.30
414	2001-2002	Comilla	1973	1	BR3	Long	6.88
415	2001-2002	Habiganj	1973	1	BR3	Long	6.14
416	2001-2002	Rajshahi	1973	1	BR3	Long	4.60
417	2001-2002	Rangpur	1973	1	BR3	Long	7.34
418	2001-2002	Satkhira	1973	1	BR3	Long	5.42
419	2002-2003	Barisal	1973	1	BR3	Long	4.42
420	2002-2003	Bhanga	1973	1	BR3	Long	5.32
421	2002-2003	Comilla	1973	1	BR3	Long	6.34
422	2002-2003	Gazipur	1973	1	BR3	Long	5.19
423	2002-2003	Habiganj	1973	1	BR3	Long	5.96
424	2002-2003	Rajshahi	1973	1	BR3	Long	3.90
425	2002-2003	Rangpur	1973	1	BR3	Long	3.51
426	2002-2003	Satkhira	1973	1	BR3	Long	4.65
427	2003-2004	Barisal	1973	1	BR3	Long	2.18
428	2003-2004	Bhanga	1973	1	BR3	Long	6.10
429	2003-2004	Comilla	1973	1	BR3	Long	4.91
430	2003-2004	Gazipur	1973	1	BR3	Long	3.81
431	2003-2004	Habiganj	1973	1	BR3	Long	5.58
432	2003-2004	Rajshahi	1973	1	BR3	Long	2.43
433	2003-2004	Rangpur	1973	1	BR3	Long	4.31
434	2003-2004	Satkhira	1973	1	BR3	Long	6.12
435	2004-2005	Barisal	1973	1	BR3	Long	6.40
436	2004-2005	Bhanga	1973	1	BR3	Long	6.75
437	2004-2005	Comilla	1973	1	BR3	Long	7.44
438	2004-2005	Gazipur	1973	1	BR3	Long	5.11
439	2004-2005	Habiganj	1973	1	BR3	Long	4.99
440	2004-2005	Rajshahi	1973	1	BR3	Long	2.77
441	2004-2005	Rangpur	1973	1	BR3	Long	4.70
442	2004-2005	Satkhira	1973	1	BR3	Long	6.14
443	2004-2005	Kustia	1973	1	BR3	Long	5.95
444	2005-2006	Barisal	1973	1	BR3	Long	7.12
445	2005-2006	Bhanga	1973	1	BR3	Long	5.59
446	2005-2006	Comilla	1973	1	BR3	Long	6.20
447	2005-2006	Gazipur	1973	1	BR3	Long	6.59
448	2005-2006	Habiganj	1973	1	BR3	Long	7.40
449	2005-2006	Rajshahi	1973	1	BR3	Long	6.57
450	2005-2006	Rangpur	1973	1	BR3	Long	4.03
451	2005-2006	Satkhira	1973	1	BR3	Long	6.32
452	2005-2006	Kustia	1973	1	BR3	Long	6.16
453	2006-2007	Barisal	1973	1	BR3	Long	5.25
454	2006-2007	Bhanga	1973	1	BR3	Long	6.75
455	2006-2007	Comilla	1973	1	BR3	Long	6.34
456	2006-2007	Gazipur	1973	1	BR3	Long	5.28
457	2006-2007	Habiganj	1973	1	BR3	Long	6.84
458	2006-2007	Rajshahi	1973	1	BR3	Long	4.90
459	2006-2007	Kustia	1973	1	BR3	Long	5.59
460	2006-2007	Rangpur	1973	1	BR3	Long	4.75
461	2006-2007	Satkhira	1973	1	BR3	Long	5.89
462	2007-2008	Barisal	1973	1	BR3	Long	6.32
463	2007-2008	Bhanga	1973	1	BR3	Long	6.11
464	2007-2008	Comilla	1973	1	BR3	Long	8.21
465	2007-2008	Gazipur	1973	1	BR3	Long	4.85
466	2007-2008	Habiganj	1973	1	BR3	Long	6.84
467	2007-2008	Rangpur	1973	1	BR3	Long	2.40
468	2007-2008	Satkhira	1973	1	BR3	Long	7.80
469	2007-2008	Kustia	1973	1	BR3	Long	5.10
470	2007-2008	Rajshahi	1973	1	BR3	Long	4.21
471	2008-2009	Barisal	1973	1	BR3	Long	5.26
472	2008-2009	Bhanga	1973	1	BR3	Long	6.43
473	2008-2009	Comilla	1973	1	BR3	Long	5.08
474	2008-2009	Gazipur	1973	1	BR3	Long	5.35
475	2008-2009	Habiganj	1973	1	BR3	Long	7.30
476	2008-2009	Rajshahi	1973	1	BR3	Long	3.51
477	2008-2009	Rangpur	1973	1	BR3	Long	2.70
478	2008-2009	Kustia	1973	1	BR3	Long	6.60
479	2008-2009	Satkhira	1973	1	BR3	Long	6.85
480	2009-2010	Barisal	1973	1	BR3	Long	4.20
481	2009-2010	Bhanga	1973	1	BR3	Long	6.65
482	2009-2010	Comilla	1973	1	BR3	Long	6.29
483	2009-2010	Gazipur	1973	1	BR3	Long	3.63
484	2009-2010	Habiganj	1973	1	BR3	Long	6.50
485	2009-2010	Rajshahi	1973	1	BR3	Long	3.86
486	2009-2010	Rangpur	1973	1	BR3	Long	5.80
487	2009-2010	Satkhira	1973	1	BR3	Long	6.17
488	2009-2010	Kustia	1973	1	BR3	Long	4.84
489	2010-2011	Barisal	1973	1	BR3	Long	4.38
490	2010-2011	Bhanga	1973	1	BR3	Long	6.86
491	2010-2011	Comilla	1973	1	BR3	Long	6.55
492	2010-2011	Gazipur	1973	1	BR3	Long	2.60
493	2010-2011	Habiganj	1973	1	BR3	Long	5.70
494	2010-2011	Rangpur	1973	1	BR3	Long	3.10
495	2010-2011	Satkhira	1973	1	BR3	Long	5.50
496	2010-2011	Sonagazi	1973	1	BR3	Long	6.10
497	2010-2011	Kustia	1973	1	BR3	Long	3.07
498	2010-2011	Rajshahi	1973	1	BR3	Long	5.11
499	2011-2012	Barisal	1973	1	BR3	Long	4.38
500	2011-2012	Bhanga	1973	1	BR3	Long	6.86
501	2011-2012	Comilla	1973	1	BR3	Long	6.15
502	2011-2012	Gazipur	1973	1	BR3	Long	5.76
503	2011-2012	Habiganj	1973	1	BR3	Long	5.70
504	2011-2012	Rangpur	1973	1	BR3	Long	3.10
505	2011-2012	Satkhira	1973	1	BR3	Long	6.34
506	2011-2012	Sonagazi	1973	1	BR3	Long	6.10
507	2011-2012	Kustia	1973	1	BR3	Long	3.07
508	2011-2012	Rajshahi	1973	1	BR3	Long	6.37
509	2012-2013	Barisal	1973	1	BR3	Long	4.35
510	2012-2013	Bhanga	1973	1	BR3	Long	7.47
511	2012-2013	Comilla	1973	1	BR3	Long	6.15
512	2012-2013	Gazipur	1973	1	BR3	Long	5.63
513	2012-2013	Habiganj	1973	1	BR3	Long	5.70
514	2012-2013	Rangpur	1973	1	BR3	Long	3.70
515	2012-2013	Satkhira	1973	1	BR3	Long	6.00
516	2012-2013	Sonagazi	1973	1	BR3	Long	6.26
517	2012-2013	Kustia	1973	1	BR3	Long	5.57
518	2012-2013	Rajshahi	1973	1	BR3	Long	4.94
519	2013-2014	Barisal	1973	1	BR3	Long	4.62
520	2013-2014	Bhanga	1973	1	BR3	Long	7.10
521	2013-2014	Comilla	1973	1	BR3	Long	5.18
522	2013-2014	Gazipur	1973	1	BR3	Long	6.50
523	2013-2014	Habiganj	1973	1	BR3	Long	6.51
524	2013-2014	Rangpur	1973	1	BR3	Long	5.80
525	2013-2014	Satkhira	1973	1	BR3	Long	6.68
526	2013-2014	Sonagazi	1973	1	BR3	Long	6.24
527	2013-2014	Kustia	1973	1	BR3	Long	6.16
528	2013-2014	Rajshahi	1973	1	BR3	Long	3.18
529	2014-2015	Barisal	1973	1	BR3	Long	4.51
530	2014-2015	Bhanga	1973	1	BR3	Long	6.60
531	2014-2015	Comilla	1973	1	BR3	Long	5.36
532	2014-2015	Gazipur	1973	1	BR3	Long	6.80
533	2014-2015	Habiganj	1973	1	BR3	Long	5.49
534	2014-2015	Rangpur	1973	1	BR3	Long	3.00
535	2014-2015	Satkhira	1973	1	BR3	Long	5.64
536	2014-2015	Sonagazi	1973	1	BR3	Long	5.29
537	2014-2015	Kustia	1973	1	BR3	Long	6.74
538	2014-2015	Rajshahi	1973	1	BR3	Long	5.96
539	2015-2016	Barisal	1973	1	BR3	Long	4.86
540	2015-2016	Bhanga	1973	1	BR3	Long	7.78
541	2015-2016	Comilla	1973	1	BR3	Long	5.93
542	2015-2016	Gazipur	1973	1	BR3	Long	7.91
543	2015-2016	Habiganj	1973	1	BR3	Long	6.30
544	2015-2016	Rangpur	1973	1	BR3	Long	5.35
545	2015-2016	Satkhira	1973	1	BR3	Long	5.41
546	2015-2016	Sonagazi	1973	1	BR3	Long	3.58
547	2015-2016	Kustia	1973	1	BR3	Long	7.07
548	2015-2016	Rajshahi	1973	1	BR3	Long	5.60
549	2001-2002	Barisal	1973	2	BR3	Long	8.16
550	2001-2002	Bhanga	1973	2	BR3	Long	5.80
551	2001-2002	Comilla	1973	2	BR3	Long	5.78
552	2001-2002	Habiganj	1973	2	BR3	Long	5.23
553	2001-2002	Rajshahi	1973	2	BR3	Long	6.00
554	2001-2002	Rangpur	1973	2	BR3	Long	6.49
555	2001-2002	Satkhira	1973	2	BR3	Long	5.53
556	2002-2003	Barisal	1973	2	BR3	Long	5.98
557	2002-2003	Bhanga	1973	2	BR3	Long	6.52
558	2002-2003	Comilla	1973	2	BR3	Long	5.47
559	2002-2003	Gazipur	1973	2	BR3	Long	5.04
560	2002-2003	Habiganj	1973	2	BR3	Long	6.05
561	2002-2003	Rajshahi	1973	2	BR3	Long	4.68
562	2002-2003	Rangpur	1973	2	BR3	Long	3.20
563	2002-2003	Satkhira	1973	2	BR3	Long	4.55
564	2003-2004	Barisal	1973	2	BR3	Long	5.37
565	2003-2004	Bhanga	1973	2	BR3	Long	5.12
566	2003-2004	Comilla	1973	2	BR3	Long	4.28
567	2003-2004	Gazipur	1973	2	BR3	Long	3.23
568	2003-2004	Habiganj	1973	2	BR3	Long	5.69
569	2003-2004	Rajshahi	1973	2	BR3	Long	2.44
570	2003-2004	Rangpur	1973	2	BR3	Long	3.75
571	2003-2004	Satkhira	1973	2	BR3	Long	7.07
572	2004-2005	Barisal	1973	2	BR3	Long	5.91
573	2004-2005	Bhanga	1973	2	BR3	Long	6.79
574	2004-2005	Comilla	1973	2	BR3	Long	6.26
575	2004-2005	Gazipur	1973	2	BR3	Long	4.14
576	2004-2005	Habiganj	1973	2	BR3	Long	5.49
577	2004-2005	Rajshahi	1973	2	BR3	Long	2.99
578	2004-2005	Rangpur	1973	2	BR3	Long	4.87
579	2004-2005	Satkhira	1973	2	BR3	Long	6.32
580	2004-2005	Kustia	1973	2	BR3	Long	5.71
581	2005-2006	Barisal	1973	2	BR3	Long	6.89
582	2005-2006	Bhanga	1973	2	BR3	Long	6.16
583	2005-2006	Comilla	1973	2	BR3	Long	6.02
584	2005-2006	Gazipur	1973	2	BR3	Long	6.65
585	2005-2006	Habiganj	1973	2	BR3	Long	6.90
586	2005-2006	Rajshahi	1973	2	BR3	Long	6.41
587	2005-2006	Rangpur	1973	2	BR3	Long	4.52
588	2005-2006	Satkhira	1973	2	BR3	Long	6.04
589	2005-2006	Kustia	1973	2	BR3	Long	6.37
590	2006-2007	Barisal	1973	2	BR3	Long	5.35
591	2006-2007	Bhanga	1973	2	BR3	Long	6.84
592	2006-2007	Comilla	1973	2	BR3	Long	6.59
593	2006-2007	Gazipur	1973	2	BR3	Long	5.20
594	2006-2007	Habiganj	1973	2	BR3	Long	6.92
595	2006-2007	Rajshahi	1973	2	BR3	Long	4.30
596	2006-2007	Kustia	1973	2	BR3	Long	7.00
597	2006-2007	Rangpur	1973	2	BR3	Long	4.87
598	2006-2007	Satkhira	1973	2	BR3	Long	6.24
599	2007-2008	Barisal	1973	2	BR3	Long	6.24
600	2007-2008	Bhanga	1973	2	BR3	Long	5.78
601	2007-2008	Comilla	1973	2	BR3	Long	7.99
602	2007-2008	Gazipur	1973	2	BR3	Long	5.25
603	2007-2008	Habiganj	1973	2	BR3	Long	6.92
604	2007-2008	Rangpur	1973	2	BR3	Long	2.80
605	2007-2008	Satkhira	1973	2	BR3	Long	6.50
606	2007-2008	Kustia	1973	2	BR3	Long	4.80
607	2007-2008	Rajshahi	1973	2	BR3	Long	4.33
608	2008-2009	Barisal	1973	2	BR3	Long	5.35
609	2008-2009	Bhanga	1973	2	BR3	Long	6.31
610	2008-2009	Comilla	1973	2	BR3	Long	5.96
611	2008-2009	Gazipur	1973	2	BR3	Long	5.60
612	2008-2009	Habiganj	1973	2	BR3	Long	7.10
613	2008-2009	Rajshahi	1973	2	BR3	Long	4.35
614	2008-2009	Rangpur	1973	2	BR3	Long	2.70
615	2008-2009	Kustia	1973	2	BR3	Long	6.50
616	2008-2009	Satkhira	1973	2	BR3	Long	6.37
617	2009-2010	Barisal	1973	2	BR3	Long	4.45
618	2009-2010	Bhanga	1973	2	BR3	Long	7.07
619	2009-2010	Comilla	1973	2	BR3	Long	6.78
620	2009-2010	Gazipur	1973	2	BR3	Long	2.75
621	2009-2010	Habiganj	1973	2	BR3	Long	6.45
622	2009-2010	Rajshahi	1973	2	BR3	Long	4.34
623	2009-2010	Rangpur	1973	2	BR3	Long	3.70
624	2009-2010	Satkhira	1973	2	BR3	Long	6.19
625	2009-2010	Kustia	1973	2	BR3	Long	4.80
626	2010-2011	Barisal	1973	2	BR3	Long	4.53
627	2010-2011	Bhanga	1973	2	BR3	Long	7.82
628	2010-2011	Comilla	1973	2	BR3	Long	6.37
629	2010-2011	Gazipur	1973	2	BR3	Long	2.90
630	2010-2011	Habiganj	1973	2	BR3	Long	5.80
631	2010-2011	Rangpur	1973	2	BR3	Long	2.60
632	2010-2011	Satkhira	1973	2	BR3	Long	6.00
633	2010-2011	Sonagazi	1973	2	BR3	Long	6.30
634	2010-2011	Kustia	1973	2	BR3	Long	3.10
635	2010-2011	Rajshahi	1973	2	BR3	Long	5.13
636	2011-2012	Barisal	1973	2	BR3	Long	4.53
637	2011-2012	Bhanga	1973	2	BR3	Long	7.82
638	2011-2012	Comilla	1973	2	BR3	Long	6.02
