SL	Year	Location	Year of release	Rep	Variety	Group	Yield
8714	2010-2011	Rangpur	2005	1	BRRI dhan45	Short	2.60
8715	2010-2011	Satkhira	2005	1	BRRI dhan45	Short	6.50
8716	2010-2011	Sonagazi	2005	1	BRRI dhan45	Short	6.50
8717	2010-2011	Kustia	2005	1	BRRI dhan45	Short	5.66
8718	2010-2011	Rajshahi	2005	1	BRRI dhan45	Short	4.89
8719	2011-2012	Barisal	2005	1	BRRI dhan45	Short	4.33
8720	2011-2012	Bhanga	2005	1	BRRI dhan45	Short	6.92
8721	2011-2012	Comilla	2005	1	BRRI dhan45	Short	5.86
8722	2011-2012	Gazipur	2005	1	BRRI dhan45	Short	4.93
8723	2011-2012	Habiganj	2005	1	BRRI dhan45	Short	5.40
8724	2011-2012	Rangpur	2005	1	BRRI dhan45	Short	2.60
8725	2011-2012	Satkhira	2005	1	BRRI dhan45	Short	6.58
8726	2011-2012	Sonagazi	2005	1	BRRI dhan45	Short	6.50
8727	2011-2012	Kustia	2005	1	BRRI dhan45	Short	5.66
8728	2011-2012	Rajshahi	2005	1	BRRI dhan45	Short	5.83
8729	2012-2013	Barisal	2005	1	BRRI dhan45	Short	5.15
8730	2012-2013	Bhanga	2005	1	BRRI dhan45	Short	7.54
8731	2012-2013	Comilla	2005	1	BRRI dhan45	Short	5.64
8732	2012-2013	Gazipur	2005	1	BRRI dhan45	Short	5.26
8733	2012-2013	Habiganj	2005	1	BRRI dhan45	Short	5.83
8734	2012-2013	Rangpur	2005	1	BRRI dhan45	Short	4.10
8735	2012-2013	Satkhira	2005	1	BRRI dhan45	Short	6.50
8736	2012-2013	Sonagazi	2005	1	BRRI dhan45	Short	3.06
8737	2012-2013	Kustia	2005	1	BRRI dhan45	Short	6.23
8738	2012-2013	Rajshahi	2005	1	BRRI dhan45	Short	4.38
8739	2013-2014	Barisal	2005	1	BRRI dhan45	Short	5.12
8740	2013-2014	Bhanga	2005	1	BRRI dhan45	Short	7.10
8741	2013-2014	Comilla	2005	1	BRRI dhan45	Short	5.42
8742	2013-2014	Gazipur	2005	1	BRRI dhan45	Short	5.10
8743	2013-2014	Habiganj	2005	1	BRRI dhan45	Short	6.25
8744	2013-2014	Rangpur	2005	1	BRRI dhan45	Short	5.80
8745	2013-2014	Satkhira	2005	1	BRRI dhan45	Short	6.65
8746	2013-2014	Sonagazi	2005	1	BRRI dhan45	Short	4.52
8747	2013-2014	Kustia	2005	1	BRRI dhan45	Short	6.15
8748	2013-2014	Rajshahi	2005	1	BRRI dhan45	Short	4.63
8749	2014-2015	Barisal	2005	1	BRRI dhan45	Short	4.34
8750	2014-2015	Bhanga	2005	1	BRRI dhan45	Short	6.52
8751	2014-2015	Comilla	2005	1	BRRI dhan45	Short	6.28
8752	2014-2015	Gazipur	2005	1	BRRI dhan45	Short	4.50
8753	2014-2015	Habiganj	2005	1	BRRI dhan45	Short	5.63
8754	2014-2015	Rangpur	2005	1	BRRI dhan45	Short	2.80
8755	2014-2015	Satkhira	2005	1	BRRI dhan45	Short	6.68
8756	2014-2015	Sonagazi	2005	1	BRRI dhan45	Short	5.85
8757	2014-2015	Kustia	2005	1	BRRI dhan45	Short	6.07
8758	2014-2015	Rajshahi	2005	1	BRRI dhan45	Short	4.88
8759	2015-2016	Barisal	2005	1	BRRI dhan45	Short	3.48
8760	2015-2016	Bhanga	2005	1	BRRI dhan45	Short	6.23
8761	2015-2016	Comilla	2005	1	BRRI dhan45	Short	6.56
8762	2015-2016	Gazipur	2005	1	BRRI dhan45	Short	7.08
8763	2015-2016	Habiganj	2005	1	BRRI dhan45	Short	7.20
8764	2015-2016	Rangpur	2005	1	BRRI dhan45	Short	5.67
8765	2015-2016	Satkhira	2005	1	BRRI dhan45	Short	5.01
8766	2015-2016	Sonagazi	2005	1	BRRI dhan45	Short	3.49
8767	2015-2016	Kustia	2005	1	BRRI dhan45	Short	6.28
8768	2015-2016	Rajshahi	2005	1	BRRI dhan45	Short	5.05
8769	2001-2002	Barisal	2005	2	BRRI dhan45	Short	
8770	2001-2002	Bhanga	2005	2	BRRI dhan45	Short	
8771	2001-2002	Comilla	2005	2	BRRI dhan45	Short	
8772	2001-2002	Habiganj	2005	2	BRRI dhan45	Short	
8773	2001-2002	Rajshahi	2005	2	BRRI dhan45	Short	
8774	2001-2002	Rangpur	2005	2	BRRI dhan45	Short	
8775	2001-2002	Satkhira	2005	2	BRRI dhan45	Short	
8776	2002-2003	Barisal	2005	2	BRRI dhan45	Short	
8777	2002-2003	Bhanga	2005	2	BRRI dhan45	Short	
8778	2002-2003	Comilla	2005	2	BRRI dhan45	Short	
8779	2002-2003	Gazipur	2005	2	BRRI dhan45	Short	
8780	2002-2003	Habiganj	2005	2	BRRI dhan45	Short	
8781	2002-2003	Rajshahi	2005	2	BRRI dhan45	Short	
8782	2002-2003	Rangpur	2005	2	BRRI dhan45	Short	
8783	2002-2003	Satkhira	2005	2	BRRI dhan45	Short	
8784	2003-2004	Barisal	2005	2	BRRI dhan45	Short	
8785	2003-2004	Bhanga	2005	2	BRRI dhan45	Short	
8786	2003-2004	Comilla	2005	2	BRRI dhan45	Short	
8787	2003-2004	Gazipur	2005	2	BRRI dhan45	Short	
8788	2003-2004	Habiganj	2005	2	BRRI dhan45	Short	
8789	2003-2004	Rajshahi	2005	2	BRRI dhan45	Short	
8790	2003-2004	Rangpur	2005	2	BRRI dhan45	Short	
8791	2003-2004	Satkhira	2005	2	BRRI dhan45	Short	
8792	2004-2005	Barisal	2005	2	BRRI dhan45	Short	
8793	2004-2005	Bhanga	2005	2	BRRI dhan45	Short	
8794	2004-2005	Comilla	2005	2	BRRI dhan45	Short	
8795	2004-2005	Gazipur	2005	2	BRRI dhan45	Short	
8796	2004-2005	Habiganj	2005	2	BRRI dhan45	Short	
8797	2004-2005	Rajshahi	2005	2	BRRI dhan45	Short	
8798	2004-2005	Rangpur	2005	2	BRRI dhan45	Short	
8799	2004-2005	Satkhira	2005	2	BRRI dhan45	Short	
8800	2004-2005	Kustia	2005	2	BRRI dhan45	Short	
8801	2005-2006	Barisal	2005	2	BRRI dhan45	Short	
8802	2005-2006	Bhanga	2005	2	BRRI dhan45	Short	
8803	2005-2006	Comilla	2005	2	BRRI dhan45	Short	
8804	2005-2006	Gazipur	2005	2	BRRI dhan45	Short	
8805	2005-2006	Habiganj	2005	2	BRRI dhan45	Short	
8806	2005-2006	Rajshahi	2005	2	BRRI dhan45	Short	
8807	2005-2006	Rangpur	2005	2	BRRI dhan45	Short	
8808	2005-2006	Satkhira	2005	2	BRRI dhan45	Short	
8809	2005-2006	Kustia	2005	2	BRRI dhan45	Short	
8810	2006-2007	Barisal	2005	2	BRRI dhan45	Short	6.62
8811	2006-2007	Bhanga	2005	2	BRRI dhan45	Short	7.99
8812	2006-2007	Comilla	2005	2	BRRI dhan45	Short	5.85
8813	2006-2007	Gazipur	2005	2	BRRI dhan45	Short	
8814	2006-2007	Habiganj	2005	2	BRRI dhan45	Short	6.00
8815	2006-2007	Rajshahi	2005	2	BRRI dhan45	Short	3.20
8816	2006-2007	Kustia	2005	2	BRRI dhan45	Short	8.41
8817	2006-2007	Rangpur	2005	2	BRRI dhan45	Short	4.72
8818	2006-2007	Satkhira	2005	2	BRRI dhan45	Short	7.05
8819	2007-2008	Barisal	2005	2	BRRI dhan45	Short	6.62
8820	2007-2008	Bhanga	2005	2	BRRI dhan45	Short	6.49
8821	2007-2008	Comilla	2005	2	BRRI dhan45	Short	7.93
8822	2007-2008	Gazipur	2005	2	BRRI dhan45	Short	4.20
8823	2007-2008	Habiganj	2005	2	BRRI dhan45	Short	6.00
8824	2007-2008	Rangpur	2005	2	BRRI dhan45	Short	1.80
8825	2007-2008	Satkhira	2005	2	BRRI dhan45	Short	6.90
8826	2007-2008	Kustia	2005	2	BRRI dhan45	Short	6.77
8827	2007-2008	Rajshahi	2005	2	BRRI dhan45	Short	3.45
8828	2008-2009	Barisal	2005	2	BRRI dhan45	Short	6.24
8829	2008-2009	Bhanga	2005	2	BRRI dhan45	Short	7.24
8830	2008-2009	Comilla	2005	2	BRRI dhan45	Short	4.80
8831	2008-2009	Gazipur	2005	2	BRRI dhan45	Short	5.20
8832	2008-2009	Habiganj	2005	2	BRRI dhan45	Short	7.50
8833	2008-2009	Rajshahi	2005	2	BRRI dhan45	Short	3.70
8834	2008-2009	Rangpur	2005	2	BRRI dhan45	Short	2.40
8835	2008-2009	Kustia	2005	2	BRRI dhan45	Short	7.49
8836	2008-2009	Satkhira	2005	2	BRRI dhan45	Short	6.98
8837	2009-2010	Barisal	2005	2	BRRI dhan45	Short	5.85
8838	2009-2010	Bhanga	2005	2	BRRI dhan45	Short	7.24
8839	2009-2010	Comilla	2005	2	BRRI dhan45	Short	6.05
8840	2009-2010	Gazipur	2005	2	BRRI dhan45	Short	3.98
8841	2009-2010	Habiganj	2005	2	BRRI dhan45	Short	6.25
8842	2009-2010	Rajshahi	2005	2	BRRI dhan45	Short	3.58
8843	2009-2010	Rangpur	2005	2	BRRI dhan45	Short	4.10
8844	2009-2010	Satkhira	2005	2	BRRI dhan45	Short	6.74
8845	2009-2010	Kustia	2005	2	BRRI dhan45	Short	6.53
8846	2010-2011	Barisal	2005	2	BRRI dhan45	Short	4.69
8847	2010-2011	Bhanga	2005	2	BRRI dhan45	Short	7.24
8848	2010-2011	Comilla	2005	2	BRRI dhan45	Short	6.84
8849	2010-2011	Gazipur	2005	2	BRRI dhan45	Short	2.65
8850	2010-2011	Habiganj	2005	2	BRRI dhan45	Short	5.00
8851	2010-2011	Rangpur	2005	2	BRRI dhan45	Short	2.00
8852	2010-2011	Satkhira	2005	2	BRRI dhan45	Short	6.50
8853	2010-2011	Sonagazi	2005	2	BRRI dhan45	Short	4.40
8854	2010-2011	Kustia	2005	2	BRRI dhan45	Short	5.57
8855	2010-2011	Rajshahi	2005	2	BRRI dhan45	Short	4.64
8856	2011-2012	Barisal	2005	2	BRRI dhan45	Short	4.69
8857	2011-2012	Bhanga	2005	2	BRRI dhan45	Short	7.24
8858	2011-2012	Comilla	2005	2	BRRI dhan45	Short	5.71
8859	2011-2012	Gazipur	2005	2	BRRI dhan45	Short	5.43
8860	2011-2012	Habiganj	2005	2	BRRI dhan45	Short	5.00
8861	2011-2012	Rangpur	2005	2	BRRI dhan45	Short	2.00
8862	2011-2012	Satkhira	2005	2	BRRI dhan45	Short	6.65
8863	2011-2012	Sonagazi	2005	2	BRRI dhan45	Short	4.40
8864	2011-2012	Kustia	2005	2	BRRI dhan45	Short	5.57
8865	2011-2012	Rajshahi	2005	2	BRRI dhan45	Short	5.71
8866	2012-2013	Barisal	2005	2	BRRI dhan45	Short	5.26
8867	2012-2013	Bhanga	2005	2	BRRI dhan45	Short	6.93
8868	2012-2013	Comilla	2005	2	BRRI dhan45	Short	5.52
8869	2012-2013	Gazipur	2005	2	BRRI dhan45	Short	5.60
8870	2012-2013	Habiganj	2005	2	BRRI dhan45	Short	5.55
8871	2012-2013	Rangpur	2005	2	BRRI dhan45	Short	4.80
8872	2012-2013	Satkhira	2005	2	BRRI dhan45	Short	6.90
8873	2012-2013	Sonagazi	2005	2	BRRI dhan45	Short	2.05
8874	2012-2013	Kustia	2005	2	BRRI dhan45	Short	6.17
8875	2012-2013	Rajshahi	2005	2	BRRI dhan45	Short	4.17
8876	2013-2014	Barisal	2005	2	BRRI dhan45	Short	5.08
8877	2013-2014	Bhanga	2005	2	BRRI dhan45	Short	7.20
8878	2013-2014	Comilla	2005	2	BRRI dhan45	Short	5.32
8879	2013-2014	Gazipur	2005	2	BRRI dhan45	Short	5.80
8880	2013-2014	Habiganj	2005	2	BRRI dhan45	Short	6.10
8881	2013-2014	Rangpur	2005	2	BRRI dhan45	Short	6.50
8882	2013-2014	Satkhira	2005	2	BRRI dhan45	Short	6.40
8883	2013-2014	Sonagazi	2005	2	BRRI dhan45	Short	4.65
8884	2013-2014	Kustia	2005	2	BRRI dhan45	Short	6.27
8885	2013-2014	Rajshahi	2005	2	BRRI dhan45	Short	4.42
8886	2014-2015	Barisal	2005	2	BRRI dhan45	Short	4.77
8887	2014-2015	Bhanga	2005	2	BRRI dhan45	Short	6.78
8888	2014-2015	Comilla	2005	2	BRRI dhan45	Short	6.05
8889	2014-2015	Gazipur	2005	2	BRRI dhan45	Short	4.50
8890	2014-2015	Habiganj	2005	2	BRRI dhan45	Short	5.92
8891	2014-2015	Rangpur	2005	2	BRRI dhan45	Short	2.90
8892	2014-2015	Satkhira	2005	2	BRRI dhan45	Short	6.53
8893	2014-2015	Sonagazi	2005	2	BRRI dhan45	Short	5.56
8894	2014-2015	Kustia	2005	2	BRRI dhan45	Short	6.36
8895	2014-2015	Rajshahi	2005	2	BRRI dhan45	Short	4.67
8896	2015-2016	Barisal	2005	2	BRRI dhan45	Short	3.27
8897	2015-2016	Bhanga	2005	2	BRRI dhan45	Short	5.86
8898	2015-2016	Comilla	2005	2	BRRI dhan45	Short	5.04
8899	2015-2016	Gazipur	2005	2	BRRI dhan45	Short	7.56
8900	2015-2016	Habiganj	2005	2	BRRI dhan45	Short	6.30
8901	2015-2016	Rangpur	2005	2	BRRI dhan45	Short	5.70
8902	2015-2016	Satkhira	2005	2	BRRI dhan45	Short	5.26
8903	2015-2016	Sonagazi	2005	2	BRRI dhan45	Short	3.89
8904	2015-2016	Kustia	2005	2	BRRI dhan45	Short	7.02
8905	2015-2016	Rajshahi	2005	2	BRRI dhan45	Short	3.08
8906	2001-2002	Barisal	2005	3	BRRI dhan45	Short	
8907	2001-2002	Bhanga	2005	3	BRRI dhan45	Short	
8908	2001-2002	Comilla	2005	3	BRRI dhan45	Short	
8909	2001-2002	Habiganj	2005	3	BRRI dhan45	Short	
8910	2001-2002	Rajshahi	2005	3	BRRI dhan45	Short	
8911	2001-2002	Rangpur	2005	3	BRRI dhan45	Short	
8912	2001-2002	Satkhira	2005	3	BRRI dhan45	Short	
8913	2002-2003	Barisal	2005	3	BRRI dhan45	Short	
8914	2002-2003	Bhanga	2005	3	BRRI dhan45	Short	
8915	2002-2003	Comilla	2005	3	BRRI dhan45	Short	
8916	2002-2003	Gazipur	2005	3	BRRI dhan45	Short	
8917	2002-2003	Habiganj	2005	3	BRRI dhan45	Short	
8918	2002-2003	Rajshahi	2005	3	BRRI dhan45	Short	
8919	2002-2003	Rangpur	2005	3	BRRI dhan45	Short	
8920	2002-2003	Satkhira	2005	3	BRRI dhan45	Short	
8921	2003-2004	Barisal	2005	3	BRRI dhan45	Short	
8922	2003-2004	Bhanga	2005	3	BRRI dhan45	Short	
8923	2003-2004	Comilla	2005	3	BRRI dhan45	Short	
8924	2003-2004	Gazipur	2005	3	BRRI dhan45	Short	
8925	2003-2004	Habiganj	2005	3	BRRI dhan45	Short	
8926	2003-2004	Rajshahi	2005	3	BRRI dhan45	Short	
8927	2003-2004	Rangpur	2005	3	BRRI dhan45	Short	
8928	2003-2004	Satkhira	2005	3	BRRI dhan45	Short	
8929	2004-2005	Barisal	2005	3	BRRI dhan45	Short	
8930	2004-2005	Bhanga	2005	3	BRRI dhan45	Short	
8931	2004-2005	Comilla	2005	3	BRRI dhan45	Short	
8932	2004-2005	Gazipur	2005	3	BRRI dhan45	Short	
8933	2004-2005	Habiganj	2005	3	BRRI dhan45	Short	
8934	2004-2005	Rajshahi	2005	3	BRRI dhan45	Short	
8935	2004-2005	Rangpur	2005	3	BRRI dhan45	Short	
8936	2004-2005	Satkhira	2005	3	BRRI dhan45	Short	
8937	2004-2005	Kustia	2005	3	BRRI dhan45	Short	
8938	2005-2006	Barisal	2005	3	BRRI dhan45	Short	
8939	2005-2006	Bhanga	2005	3	BRRI dhan45	Short	
8940	2005-2006	Comilla	2005	3	BRRI dhan45	Short	
8941	2005-2006	Gazipur	2005	3	BRRI dhan45	Short	
8942	2005-2006	Habiganj	2005	3	BRRI dhan45	Short	
8943	2005-2006	Rajshahi	2005	3	BRRI dhan45	Short	
8944	2005-2006	Rangpur	2005	3	BRRI dhan45	Short	
8945	2005-2006	Satkhira	2005	3	BRRI dhan45	Short	
8946	2005-2006	Kustia	2005	3	BRRI dhan45	Short	
8947	2006-2007	Barisal	2005	3	BRRI dhan45	Short	6.38
8948	2006-2007	Bhanga	2005	3	BRRI dhan45	Short	8.19
8949	2006-2007	Comilla	2005	3	BRRI dhan45	Short	5.61
8950	2006-2007	Gazipur	2005	3	BRRI dhan45	Short	
8951	2006-2007	Habiganj	2005	3	BRRI dhan45	Short	6.55
8952	2006-2007	Rajshahi	2005	3	BRRI dhan45	Short	3.70
8953	2006-2007	Kustia	2005	3	BRRI dhan45	Short	8.92
8954	2006-2007	Rangpur	2005	3	BRRI dhan45	Short	4.91
8955	2006-2007	Satkhira	2005	3	BRRI dhan45	Short	7.21
8956	2007-2008	Barisal	2005	3	BRRI dhan45	Short	6.38
8957	2007-2008	Bhanga	2005	3	BRRI dhan45	Short	6.79
8958	2007-2008	Comilla	2005	3	BRRI dhan45	Short	7.75
8959	2007-2008	Gazipur	2005	3	BRRI dhan45	Short	3.80
8960	2007-2008	Habiganj	2005	3	BRRI dhan45	Short	6.55
8961	2007-2008	Rangpur	2005	3	BRRI dhan45	Short	1.70
8962	2007-2008	Satkhira	2005	3	BRRI dhan45	Short	6.50
8963	2007-2008	Kustia	2005	3	BRRI dhan45	Short	6.79
8964	2007-2008	Rajshahi	2005	3	BRRI dhan45	Short	3.79
8965	2008-2009	Barisal	2005	3	BRRI dhan45	Short	5.67
8966	2008-2009	Bhanga	2005	3	BRRI dhan45	Short	7.49
8967	2008-2009	Comilla	2005	3	BRRI dhan45	Short	5.10
8968	2008-2009	Gazipur	2005	3	BRRI dhan45	Short	4.40
8969	2008-2009	Habiganj	2005	3	BRRI dhan45	Short	7.40
8970	2008-2009	Rajshahi	2005	3	BRRI dhan45	Short	3.87
8971	2008-2009	Rangpur	2005	3	BRRI dhan45	Short	2.50
8972	2008-2009	Kustia	2005	3	BRRI dhan45	Short	8.05
8973	2008-2009	Satkhira	2005	3	BRRI dhan45	Short	6.86
8974	2009-2010	Barisal	2005	3	BRRI dhan45	Short	4.95
8975	2009-2010	Bhanga	2005	3	BRRI dhan45	Short	6.22
8976	2009-2010	Comilla	2005	3	BRRI dhan45	Short	6.10
8977	2009-2010	Gazipur	2005	3	BRRI dhan45	Short	3.16
8978	2009-2010	Habiganj	2005	3	BRRI dhan45	Short	6.25
8979	2009-2010	Rajshahi	2005	3	BRRI dhan45	Short	3.83
8980	2009-2010	Rangpur	2005	3	BRRI dhan45	Short	4.30
8981	2009-2010	Satkhira	2005	3	BRRI dhan45	Short	6.93
8982	2009-2010	Kustia	2005	3	BRRI dhan45	Short	6.75
8983	2010-2011	Barisal	2005	3	BRRI dhan45	Short	4.14
8984	2010-2011	Bhanga	2005	3	BRRI dhan45	Short	4.94
8985	2010-2011	Comilla	2005	3	BRRI dhan45	Short	6.45
8986	2010-2011	Gazipur	2005	3	BRRI dhan45	Short	2.15
8987	2010-2011	Habiganj	2005	3	BRRI dhan45	Short	5.10
8988	2010-2011	Rangpur	2005	3	BRRI dhan45	Short	2.44
8989	2010-2011	Satkhira	2005	3	BRRI dhan45	Short	7.00
8990	2010-2011	Sonagazi	2005	3	BRRI dhan45	Short	6.30
8991	2010-2011	Kustia	2005	3	BRRI dhan45	Short	5.45
8992	2010-2011	Rajshahi	2005	3	BRRI dhan45	Short	4.77
8993	2011-2012	Barisal	2005	3	BRRI dhan45	Short	4.14
8994	2011-2012	Bhanga	2005	3	BRRI dhan45	Short	4.94
8995	2011-2012	Comilla	2005	3	BRRI dhan45	Short	5.52
8996	2011-2012	Gazipur	2005	3	BRRI dhan45	Short	5.56
8997	2011-2012	Habiganj	2005	3	BRRI dhan45	Short	5.10
8998	2011-2012	Rangpur	2005	3	BRRI dhan45	Short	3.42
8999	2011-2012	Satkhira	2005	3	BRRI dhan45	Short	6.29
9000	2011-2012	Sonagazi	2005	3	BRRI dhan45	Short	6.30
9001	2011-2012	Kustia	2005	3	BRRI dhan45	Short	5.45
9002	2011-2012	Rajshahi	2005	3	BRRI dhan45	Short	5.72
9003	2012-2013	Barisal	2005	3	BRRI dhan45	Short	4.62
9004	2012-2013	Bhanga	2005	3	BRRI dhan45	Short	7.25
9005	2012-2013	Comilla	2005	3	BRRI dhan45	Short	5.39
9006	2012-2013	Gazipur	2005	3	BRRI dhan45	Short	6.19
9007	2012-2013	Habiganj	2005	3	BRRI dhan45	Short	5.52
9008	2012-2013	Rangpur	2005	3	BRRI dhan45	Short	4.40
9009	2012-2013	Satkhira	2005	3	BRRI dhan45	Short	6.80
9010	2012-2013	Sonagazi	2005	3	BRRI dhan45	Short	3.14
9011	2012-2013	Kustia	2005	3	BRRI dhan45	Short	6.26
9012	2012-2013	Rajshahi	2005	3	BRRI dhan45	Short	4.64
9013	2013-2014	Barisal	2005	3	BRRI dhan45	Short	4.97
9014	2013-2014	Bhanga	2005	3	BRRI dhan45	Short	7.10
9015	2013-2014	Comilla	2005	3	BRRI dhan45	Short	5.25
9016	2013-2014	Gazipur	2005	3	BRRI dhan45	Short	6.40
9017	2013-2014	Habiganj	2005	3	BRRI dhan45	Short	5.94
9018	2013-2014	Rangpur	2005	3	BRRI dhan45	Short	6.40
9019	2013-2014	Satkhira	2005	3	BRRI dhan45	Short	5.78
9020	2013-2014	Sonagazi	2005	3	BRRI dhan45	Short	4.35
9021	2013-2014	Kustia	2005	3	BRRI dhan45	Short	6.47
9022	2013-2014	Rajshahi	2005	3	BRRI dhan45	Short	5.21
9023	2014-2015	Barisal	2005	3	BRRI dhan45	Short	4.56
9024	2014-2015	Bhanga	2005	3	BRRI dhan45	Short	6.67
9025	2014-2015	Comilla	2005	3	BRRI dhan45	Short	6.19
9026	2014-2015	Gazipur	2005	3	BRRI dhan45	Short	5.40
9027	2014-2015	Habiganj	2005	3	BRRI dhan45	Short	6.15
9028	2014-2015	Rangpur	2005	3	BRRI dhan45	Short	3.30
9029	2014-2015	Satkhira	2005	3	BRRI dhan45	Short	6.31
9030	2014-2015	Sonagazi	2005	3	BRRI dhan45	Short	5.78
9031	2014-2015	Kustia	2005	3	BRRI dhan45	Short	6.67
9032	2014-2015	Rajshahi	2005	3	BRRI dhan45	Short	5.79
9033	2015-2016	Barisal	2005	3	BRRI dhan45	Short	3.91
9034	2015-2016	Bhanga	2005	3	BRRI dhan45	Short	5.80
9035	2015-2016	Comilla	2005	3	BRRI dhan45	Short	4.36
9036	2015-2016	Gazipur	2005	3	BRRI dhan45	Short	8.26
9037	2015-2016	Habiganj	2005	3	BRRI dhan45	Short	6.90
9038	2015-2016	Rangpur	2005	3	BRRI dhan45	Short	5.66
9039	2015-2016	Satkhira	2005	3	BRRI dhan45	Short	6.25
9040	2015-2016	Sonagazi	2005	3	BRRI dhan45	Short	4.77
9041	2015-2016	Kustia	2005	3	BRRI dhan45	Short	6.84
9042	2015-2016	Rajshahi	2005	3	BRRI dhan45	Short	4.88
12742	2001-2002	Barisal	2007	1	BRRI dhan47	Stress	
12743	2001-2002	Bhanga	2007	1	BRRI dhan47	Stress	
12744	2001-2002	Comilla	2007	1	BRRI dhan47	Stress	
12745	2001-2002	Habiganj	2007	1	BRRI dhan47	Stress	
12746	2001-2002	Rajshahi	2007	1	BRRI dhan47	Stress	
12747	2001-2002	Rangpur	2007	1	BRRI dhan47	Stress	
12748	2001-2002	Satkhira	2007	1	BRRI dhan47	Stress	
12749	2002-2003	Barisal	2007	1	BRRI dhan47	Stress	
12750	2002-2003	Bhanga	2007	1	BRRI dhan47	Stress	
12751	2002-2003	Comilla	2007	1	BRRI dhan47	Stress	
12752	2002-2003	Gazipur	2007	1	BRRI dhan47	Stress	
12753	2002-2003	Habiganj	2007	1	BRRI dhan47	Stress	
12754	2002-2003	Rajshahi	2007	1	BRRI dhan47	Stress	
12755	2002-2003	Rangpur	2007	1	BRRI dhan47	Stress	
12756	2002-2003	Satkhira	2007	1	BRRI dhan47	Stress	
12757	2003-2004	Barisal	2007	1	BRRI dhan47	Stress	
12758	2003-2004	Bhanga	2007	1	BRRI dhan47	Stress	
12759	2003-2004	Comilla	2007	1	BRRI dhan47	Stress	
12760	2003-2004	Gazipur	2007	1	BRRI dhan47	Stress	
12761	2003-2004	Habiganj	2007	1	BRRI dhan47	Stress	
12762	2003-2004	Rajshahi	2007	1	BRRI dhan47	Stress	
12763	2003-2004	Rangpur	2007	1	BRRI dhan47	Stress	
12764	2003-2004	Satkhira	2007	1	BRRI dhan47	Stress	
12765	2004-2005	Barisal	2007	1	BRRI dhan47	Stress	
12766	2004-2005	Bhanga	2007	1	BRRI dhan47	Stress	
12767	2004-2005	Comilla	2007	1	BRRI dhan47	Stress	
12768	2004-2005	Gazipur	2007	1	BRRI dhan47	Stress	
12769	2004-2005	Habiganj	2007	1	BRRI dhan47	Stress	
12770	2004-2005	Rajshahi	2007	1	BRRI dhan47	Stress	
12771	2004-2005	Rangpur	2007	1	BRRI dhan47	Stress	
12772	2004-2005	Satkhira	2007	1	BRRI dhan47	Stress	
12773	2004-2005	Kustia	2007	1	BRRI dhan47	Stress	
12774	2005-2006	Barisal	2007	1	BRRI dhan47	Stress	
12775	2005-2006	Bhanga	2007	1	BRRI dhan47	Stress	
12776	2005-2006	Comilla	2007	1	BRRI dhan47	Stress	
12777	2005-2006	Gazipur	2007	1	BRRI dhan47	Stress	
12778	2005-2006	Habiganj	2007	1	BRRI dhan47	Stress	
12779	2005-2006	Rajshahi	2007	1	BRRI dhan47	Stress	
12780	2005-2006	Rangpur	2007	1	BRRI dhan47	Stress	
12781	2005-2006	Satkhira	2007	1	BRRI dhan47	Stress	
12782	2005-2006	Kustia	2007	1	BRRI dhan47	Stress	
12783	2006-2007	Barisal	2007	1	BRRI dhan47	Stress	
12784	2006-2007	Bhanga	2007	1	BRRI dhan47	Stress	
12785	2006-2007	Comilla	2007	1	BRRI dhan47	Stress	
12786	2006-2007	Gazipur	2007	1	BRRI dhan47	Stress	
12787	2006-2007	Habiganj	2007	1	BRRI dhan47	Stress	
12788	2006-2007	Rajshahi	2007	1	BRRI dhan47	Stress	
12789	2006-2007	Kustia	2007	1	BRRI dhan47	Stress	
12790	2006-2007	Rangpur	2007	1	BRRI dhan47	Stress	
12791	2006-2007	Satkhira	2007	1	BRRI dhan47	Stress	
12792	2007-2008	Barisal	2007	1	BRRI dhan47	Stress	
12793	2007-2008	Bhanga	2007	1	BRRI dhan47	Stress	
12794	2007-2008	Comilla	2007	1	BRRI dhan47	Stress	
12795	2007-2008	Gazipur	2007	1	BRRI dhan47	Stress	4.20
12796	2007-2008	Habiganj	2007	1	BRRI dhan47	Stress	
12797	2007-2008	Rangpur	2007	1	BRRI dhan47	Stress	2.50
12798	2007-2008	Satkhira	2007	1	BRRI dhan47	Stress	
12799	2007-2008	Kustia	2007	1	BRRI dhan47	Stress	
12800	2007-2008	Rajshahi	2007	1	BRRI dhan47	Stress	
12801	2008-2009	Barisal	2007	1	BRRI dhan47	Stress	
12802	2008-2009	Bhanga	2007	1	BRRI dhan47	Stress	
12803	2008-2009	Comilla	2007	1	BRRI dhan47	Stress	
12804	2008-2009	Gazipur	2007	1	BRRI dhan47	Stress	4.31
12805	2008-2009	Habiganj	2007	1	BRRI dhan47	Stress	7.40
12806	2008-2009	Rajshahi	2007	1	BRRI dhan47	Stress	2.56
12807	2008-2009	Rangpur	2007	1	BRRI dhan47	Stress	3.30
12808	2008-2009	Kustia	2007	1	BRRI dhan47	Stress	7.20
12809	2008-2009	Satkhira	2007	1	BRRI dhan47	Stress	
12810	2009-2010	Barisal	2007	1	BRRI dhan47	Stress	5.80
12811	2009-2010	Bhanga	2007	1	BRRI dhan47	Stress	
12812	2009-2010	Comilla	2007	1	BRRI dhan47	Stress	
