"Y"	"t.k"	"r.i"	"L"	"Env"	"G"	"Group"	"mean.yield"
"2005"	2005	2014	"Satkhira"	"2005-2006-Satkhira"	"BRRI dhan63"	"Short"	NA
"2005"	2005	2014	"Kustia"	"2005-2006-Kustia"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Barisal"	"2006-2007-Barisal"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Bhanga"	"2006-2007-Bhanga"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Comilla"	"2006-2007-Comilla"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Gazipur"	"2006-2007-Gazipur"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Habiganj"	"2006-2007-Habiganj"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Rajshahi"	"2006-2007-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Kustia"	"2006-2007-Kustia"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Rangpur"	"2006-2007-Rangpur"	"BRRI dhan63"	"Short"	NA
"2006"	2006	2014	"Satkhira"	"2006-2007-Satkhira"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Barisal"	"2007-2008-Barisal"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Bhanga"	"2007-2008-Bhanga"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Comilla"	"2007-2008-Comilla"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Gazipur"	"2007-2008-Gazipur"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Habiganj"	"2007-2008-Habiganj"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Rangpur"	"2007-2008-Rangpur"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Satkhira"	"2007-2008-Satkhira"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Kustia"	"2007-2008-Kustia"	"BRRI dhan63"	"Short"	NA
"2007"	2007	2014	"Rajshahi"	"2007-2008-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Barisal"	"2008-2009-Barisal"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Bhanga"	"2008-2009-Bhanga"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Comilla"	"2008-2009-Comilla"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Gazipur"	"2008-2009-Gazipur"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Habiganj"	"2008-2009-Habiganj"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Rajshahi"	"2008-2009-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Rangpur"	"2008-2009-Rangpur"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Kustia"	"2008-2009-Kustia"	"BRRI dhan63"	"Short"	NA
"2008"	2008	2014	"Satkhira"	"2008-2009-Satkhira"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Barisal"	"2009-2010-Barisal"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Bhanga"	"2009-2010-Bhanga"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Comilla"	"2009-2010-Comilla"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Gazipur"	"2009-2010-Gazipur"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Habiganj"	"2009-2010-Habiganj"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Rajshahi"	"2009-2010-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Rangpur"	"2009-2010-Rangpur"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Satkhira"	"2009-2010-Satkhira"	"BRRI dhan63"	"Short"	NA
"2009"	2009	2014	"Kustia"	"2009-2010-Kustia"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Barisal"	"2010-2011-Barisal"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Bhanga"	"2010-2011-Bhanga"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Comilla"	"2010-2011-Comilla"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Gazipur"	"2010-2011-Gazipur"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Habiganj"	"2010-2011-Habiganj"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Rangpur"	"2010-2011-Rangpur"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Satkhira"	"2010-2011-Satkhira"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Sonagazi"	"2010-2011-Sonagazi"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Kustia"	"2010-2011-Kustia"	"BRRI dhan63"	"Short"	NA
"2010"	2010	2014	"Rajshahi"	"2010-2011-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Barisal"	"2011-2012-Barisal"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Bhanga"	"2011-2012-Bhanga"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Comilla"	"2011-2012-Comilla"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Gazipur"	"2011-2012-Gazipur"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Habiganj"	"2011-2012-Habiganj"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Rangpur"	"2011-2012-Rangpur"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Satkhira"	"2011-2012-Satkhira"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Sonagazi"	"2011-2012-Sonagazi"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Kustia"	"2011-2012-Kustia"	"BRRI dhan63"	"Short"	NA
"2011"	2011	2014	"Rajshahi"	"2011-2012-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Barisal"	"2012-2013-Barisal"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Bhanga"	"2012-2013-Bhanga"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Comilla"	"2012-2013-Comilla"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Gazipur"	"2012-2013-Gazipur"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Habiganj"	"2012-2013-Habiganj"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Rangpur"	"2012-2013-Rangpur"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Satkhira"	"2012-2013-Satkhira"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Sonagazi"	"2012-2013-Sonagazi"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Kustia"	"2012-2013-Kustia"	"BRRI dhan63"	"Short"	NA
"2012"	2012	2014	"Rajshahi"	"2012-2013-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Barisal"	"2013-2014-Barisal"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Bhanga"	"2013-2014-Bhanga"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Comilla"	"2013-2014-Comilla"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Gazipur"	"2013-2014-Gazipur"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Habiganj"	"2013-2014-Habiganj"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Rangpur"	"2013-2014-Rangpur"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Satkhira"	"2013-2014-Satkhira"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Sonagazi"	"2013-2014-Sonagazi"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Kustia"	"2013-2014-Kustia"	"BRRI dhan63"	"Short"	NA
"2013"	2013	2014	"Rajshahi"	"2013-2014-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Barisal"	"2014-2015-Barisal"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Bhanga"	"2014-2015-Bhanga"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Comilla"	"2014-2015-Comilla"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Gazipur"	"2014-2015-Gazipur"	"BRRI dhan63"	"Short"	7
"2014"	2014	2014	"Habiganj"	"2014-2015-Habiganj"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Rangpur"	"2014-2015-Rangpur"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Satkhira"	"2014-2015-Satkhira"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Sonagazi"	"2014-2015-Sonagazi"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Kustia"	"2014-2015-Kustia"	"BRRI dhan63"	"Short"	NA
"2014"	2014	2014	"Rajshahi"	"2014-2015-Rajshahi"	"BRRI dhan63"	"Short"	NA
"2015"	2015	2014	"Barisal"	"2015-2016-Barisal"	"BRRI dhan63"	"Short"	3.80666666666667
"2015"	2015	2014	"Bhanga"	"2015-2016-Bhanga"	"BRRI dhan63"	"Short"	6.74
"2015"	2015	2014	"Comilla"	"2015-2016-Comilla"	"BRRI dhan63"	"Short"	5.44333333333333
"2015"	2015	2014	"Gazipur"	"2015-2016-Gazipur"	"BRRI dhan63"	"Short"	7.54333333333333
"2015"	2015	2014	"Habiganj"	"2015-2016-Habiganj"	"BRRI dhan63"	"Short"	6.56666666666667
"2015"	2015	2014	"Rangpur"	"2015-2016-Rangpur"	"BRRI dhan63"	"Short"	5.25333333333333
"2015"	2015	2014	"Satkhira"	"2015-2016-Satkhira"	"BRRI dhan63"	"Short"	6.01
"2015"	2015	2014	"Sonagazi"	"2015-2016-Sonagazi"	"BRRI dhan63"	"Short"	3.93
"2015"	2015	2014	"Kustia"	"2015-2016-Kustia"	"BRRI dhan63"	"Short"	7.22333333333333
"2015"	2015	2014	"Rajshahi"	"2015-2016-Rajshahi"	"BRRI dhan63"	"Short"	5.9
"2001"	2001	2014	"Barisal"	"2001-2002-Barisal"	"BRRI dhan64"	"Long"	NA
"2001"	2001	2014	"Bhanga"	"2001-2002-Bhanga"	"BRRI dhan64"	"Long"	NA
"2001"	2001	2014	"Comilla"	"2001-2002-Comilla"	"BRRI dhan64"	"Long"	NA
"2001"	2001	2014	"Habiganj"	"2001-2002-Habiganj"	"BRRI dhan64"	"Long"	NA
"2001"	2001	2014	"Rajshahi"	"2001-2002-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2001"	2001	2014	"Rangpur"	"2001-2002-Rangpur"	"BRRI dhan64"	"Long"	NA
"2001"	2001	2014	"Satkhira"	"2001-2002-Satkhira"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Barisal"	"2002-2003-Barisal"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Bhanga"	"2002-2003-Bhanga"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Comilla"	"2002-2003-Comilla"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Gazipur"	"2002-2003-Gazipur"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Habiganj"	"2002-2003-Habiganj"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Rajshahi"	"2002-2003-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Rangpur"	"2002-2003-Rangpur"	"BRRI dhan64"	"Long"	NA
"2002"	2002	2014	"Satkhira"	"2002-2003-Satkhira"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Barisal"	"2003-2004-Barisal"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Bhanga"	"2003-2004-Bhanga"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Comilla"	"2003-2004-Comilla"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Gazipur"	"2003-2004-Gazipur"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Habiganj"	"2003-2004-Habiganj"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Rajshahi"	"2003-2004-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Rangpur"	"2003-2004-Rangpur"	"BRRI dhan64"	"Long"	NA
"2003"	2003	2014	"Satkhira"	"2003-2004-Satkhira"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Barisal"	"2004-2005-Barisal"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Bhanga"	"2004-2005-Bhanga"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Comilla"	"2004-2005-Comilla"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Gazipur"	"2004-2005-Gazipur"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Habiganj"	"2004-2005-Habiganj"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Rajshahi"	"2004-2005-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Rangpur"	"2004-2005-Rangpur"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Satkhira"	"2004-2005-Satkhira"	"BRRI dhan64"	"Long"	NA
"2004"	2004	2014	"Kustia"	"2004-2005-Kustia"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Barisal"	"2005-2006-Barisal"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Bhanga"	"2005-2006-Bhanga"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Comilla"	"2005-2006-Comilla"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Gazipur"	"2005-2006-Gazipur"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Habiganj"	"2005-2006-Habiganj"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Rajshahi"	"2005-2006-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Rangpur"	"2005-2006-Rangpur"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Satkhira"	"2005-2006-Satkhira"	"BRRI dhan64"	"Long"	NA
"2005"	2005	2014	"Kustia"	"2005-2006-Kustia"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Barisal"	"2006-2007-Barisal"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Bhanga"	"2006-2007-Bhanga"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Comilla"	"2006-2007-Comilla"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Gazipur"	"2006-2007-Gazipur"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Habiganj"	"2006-2007-Habiganj"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Rajshahi"	"2006-2007-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Kustia"	"2006-2007-Kustia"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Rangpur"	"2006-2007-Rangpur"	"BRRI dhan64"	"Long"	NA
"2006"	2006	2014	"Satkhira"	"2006-2007-Satkhira"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Barisal"	"2007-2008-Barisal"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Bhanga"	"2007-2008-Bhanga"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Comilla"	"2007-2008-Comilla"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Gazipur"	"2007-2008-Gazipur"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Habiganj"	"2007-2008-Habiganj"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Rangpur"	"2007-2008-Rangpur"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Satkhira"	"2007-2008-Satkhira"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Kustia"	"2007-2008-Kustia"	"BRRI dhan64"	"Long"	NA
"2007"	2007	2014	"Rajshahi"	"2007-2008-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Barisal"	"2008-2009-Barisal"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Bhanga"	"2008-2009-Bhanga"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Comilla"	"2008-2009-Comilla"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Gazipur"	"2008-2009-Gazipur"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Habiganj"	"2008-2009-Habiganj"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Rajshahi"	"2008-2009-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Rangpur"	"2008-2009-Rangpur"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Kustia"	"2008-2009-Kustia"	"BRRI dhan64"	"Long"	NA
"2008"	2008	2014	"Satkhira"	"2008-2009-Satkhira"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Barisal"	"2009-2010-Barisal"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Bhanga"	"2009-2010-Bhanga"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Comilla"	"2009-2010-Comilla"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Gazipur"	"2009-2010-Gazipur"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Habiganj"	"2009-2010-Habiganj"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Rajshahi"	"2009-2010-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Rangpur"	"2009-2010-Rangpur"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Satkhira"	"2009-2010-Satkhira"	"BRRI dhan64"	"Long"	NA
"2009"	2009	2014	"Kustia"	"2009-2010-Kustia"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Barisal"	"2010-2011-Barisal"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Bhanga"	"2010-2011-Bhanga"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Comilla"	"2010-2011-Comilla"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Gazipur"	"2010-2011-Gazipur"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Habiganj"	"2010-2011-Habiganj"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Rangpur"	"2010-2011-Rangpur"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Satkhira"	"2010-2011-Satkhira"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Sonagazi"	"2010-2011-Sonagazi"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Kustia"	"2010-2011-Kustia"	"BRRI dhan64"	"Long"	NA
"2010"	2010	2014	"Rajshahi"	"2010-2011-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Barisal"	"2011-2012-Barisal"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Bhanga"	"2011-2012-Bhanga"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Comilla"	"2011-2012-Comilla"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Gazipur"	"2011-2012-Gazipur"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Habiganj"	"2011-2012-Habiganj"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Rangpur"	"2011-2012-Rangpur"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Satkhira"	"2011-2012-Satkhira"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Sonagazi"	"2011-2012-Sonagazi"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Kustia"	"2011-2012-Kustia"	"BRRI dhan64"	"Long"	NA
"2011"	2011	2014	"Rajshahi"	"2011-2012-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Barisal"	"2012-2013-Barisal"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Bhanga"	"2012-2013-Bhanga"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Comilla"	"2012-2013-Comilla"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Gazipur"	"2012-2013-Gazipur"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Habiganj"	"2012-2013-Habiganj"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Rangpur"	"2012-2013-Rangpur"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Satkhira"	"2012-2013-Satkhira"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Sonagazi"	"2012-2013-Sonagazi"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Kustia"	"2012-2013-Kustia"	"BRRI dhan64"	"Long"	NA
"2012"	2012	2014	"Rajshahi"	"2012-2013-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Barisal"	"2013-2014-Barisal"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Bhanga"	"2013-2014-Bhanga"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Comilla"	"2013-2014-Comilla"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Gazipur"	"2013-2014-Gazipur"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Habiganj"	"2013-2014-Habiganj"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Rangpur"	"2013-2014-Rangpur"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Satkhira"	"2013-2014-Satkhira"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Sonagazi"	"2013-2014-Sonagazi"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Kustia"	"2013-2014-Kustia"	"BRRI dhan64"	"Long"	NA
"2013"	2013	2014	"Rajshahi"	"2013-2014-Rajshahi"	"BRRI dhan64"	"Long"	NA
"2014"	2014	2014	"Barisal"	"2014-2015-Barisal"	"BRRI dhan64"	"Long"	4.78
"2014"	2014	2014	"Bhanga"	"2014-2015-Bhanga"	"BRRI dhan64"	"Long"	6.33666666666667
"2014"	2014	2014	"Comilla"	"2014-2015-Comilla"	"BRRI dhan64"	"Long"	6.23333333333333
"2014"	2014	2014	"Gazipur"	"2014-2015-Gazipur"	"BRRI dhan64"	"Long"	6.7
"2014"	2014	2014	"Habiganj"	"2014-2015-Habiganj"	"BRRI dhan64"	"Long"	5.90333333333333
"2014"	2014	2014	"Rangpur"	"2014-2015-Rangpur"	"BRRI dhan64"	"Long"	2.25
"2014"	2014	2014	"Satkhira"	"2014-2015-Satkhira"	"BRRI dhan64"	"Long"	5.44
"2014"	2014	2014	"Sonagazi"	"2014-2015-Sonagazi"	"BRRI dhan64"	"Long"	5.53333333333333
"2014"	2014	2014	"Kustia"	"2014-2015-Kustia"	"BRRI dhan64"	"Long"	6.03
"2014"	2014	2014	"Rajshahi"	"2014-2015-Rajshahi"	"BRRI dhan64"	"Long"	5.34
"2015"	2015	2014	"Barisal"	"2015-2016-Barisal"	"BRRI dhan64"	"Long"	4.17666666666667
"2015"	2015	2014	"Bhanga"	"2015-2016-Bhanga"	"BRRI dhan64"	"Long"	6.05
"2015"	2015	2014	"Comilla"	"2015-2016-Comilla"	"BRRI dhan64"	"Long"	6.42
"2015"	2015	2014	"Gazipur"	"2015-2016-Gazipur"	"BRRI dhan64"	"Long"	5.65333333333333
"2015"	2015	2014	"Habiganj"	"2015-2016-Habiganj"	"BRRI dhan64"	"Long"	6.33333333333333
"2015"	2015	2014	"Rangpur"	"2015-2016-Rangpur"	"BRRI dhan64"	"Long"	5.29
"2015"	2015	2014	"Satkhira"	"2015-2016-Satkhira"	"BRRI dhan64"	"Long"	6.23
"2015"	2015	2014	"Sonagazi"	"2015-2016-Sonagazi"	"BRRI dhan64"	"Long"	6
"2015"	2015	2014	"Kustia"	"2015-2016-Kustia"	"BRRI dhan64"	"Long"	6.28666666666667
"2015"	2015	2014	"Rajshahi"	"2015-2016-Rajshahi"	"BRRI dhan64"	"Long"	5.36666666666667
"2001"	2001	2014	"Barisal"	"2001-2002-Barisal"	"BRRI dhan67"	"Stress"	NA
"2001"	2001	2014	"Bhanga"	"2001-2002-Bhanga"	"BRRI dhan67"	"Stress"	NA
"2001"	2001	2014	"Comilla"	"2001-2002-Comilla"	"BRRI dhan67"	"Stress"	NA
"2001"	2001	2014	"Habiganj"	"2001-2002-Habiganj"	"BRRI dhan67"	"Stress"	NA
"2001"	2001	2014	"Rajshahi"	"2001-2002-Rajshahi"	"BRRI dhan67"	"Stress"	NA
"2001"	2001	2014	"Rangpur"	"2001-2002-Rangpur"	"BRRI dhan67"	"Stress"	NA
"2001"	2001	2014	"Satkhira"	"2001-2002-Satkhira"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Barisal"	"2002-2003-Barisal"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Bhanga"	"2002-2003-Bhanga"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Comilla"	"2002-2003-Comilla"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Gazipur"	"2002-2003-Gazipur"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Habiganj"	"2002-2003-Habiganj"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Rajshahi"	"2002-2003-Rajshahi"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Rangpur"	"2002-2003-Rangpur"	"BRRI dhan67"	"Stress"	NA
"2002"	2002	2014	"Satkhira"	"2002-2003-Satkhira"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Barisal"	"2003-2004-Barisal"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Bhanga"	"2003-2004-Bhanga"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Comilla"	"2003-2004-Comilla"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Gazipur"	"2003-2004-Gazipur"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Habiganj"	"2003-2004-Habiganj"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Rajshahi"	"2003-2004-Rajshahi"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Rangpur"	"2003-2004-Rangpur"	"BRRI dhan67"	"Stress"	NA
"2003"	2003	2014	"Satkhira"	"2003-2004-Satkhira"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Barisal"	"2004-2005-Barisal"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Bhanga"	"2004-2005-Bhanga"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Comilla"	"2004-2005-Comilla"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Gazipur"	"2004-2005-Gazipur"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Habiganj"	"2004-2005-Habiganj"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Rajshahi"	"2004-2005-Rajshahi"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Rangpur"	"2004-2005-Rangpur"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Satkhira"	"2004-2005-Satkhira"	"BRRI dhan67"	"Stress"	NA
"2004"	2004	2014	"Kustia"	"2004-2005-Kustia"	"BRRI dhan67"	"Stress"	NA
